Molecule,y1_true,y1_pred,y1_pred_stdev,y1_pred_res,y1_pred_freq,y1_recalc,y1_recalc_stdev,y1_recalc_res,y1_recalc_freq
CMPLOGP00000558,0.1120,-0.0524,0.3193,0.1644,5,0.0752,0.0627,0.0368,16
CMPLOGP00000265,-0.5100,-0.1836,0.1584,-0.3264,5,-0.4868,0.0430,-0.0232,15
CMPLOGP00001987,1.8700,1.9598,0.1204,-0.0898,5,1.8805,0.0463,-0.0105,15
CMPLOGP00002921,2.7100,2.0924,0.0672,0.6176,5,2.6679,0.0217,0.0421,16
CMPLOGP00004653,4.6900,4.7829,0.0279,-0.0929,5,4.7008,0.0556,-0.0108,15
CMPLOGP00004098,3.9000,3.6347,0.1311,0.2653,5,3.8165,0.0303,0.0835,15
CMPLOGP00001767,1.6700,1.9823,0.1575,-0.3123,5,1.7023,0.0259,-0.0323,17
CMPLOGP00001553,1.4600,1.8406,0.2332,-0.3806,5,1.5176,0.0249,-0.0576,16
CMPLOGP00003688,3.4400,3.6550,0.1237,-0.2150,5,3.4905,0.0349,-0.0505,17
CMPLOGP00004742,4.8300,4.2874,0.7415,0.5426,5,4.8552,0.0703,-0.0252,15
CMPLOGP00000566,0.1300,2.1550,0.2503,-2.0250,5,0.4501,0.0927,-0.3201,14
CMPLOGP00001522,1.4300,-0.0235,0.5203,1.4535,5,1.3595,0.0371,0.0705,19
CMPLOGP00000384,-0.1300,0.0713,0.1138,-0.2013,5,-0.0783,0.0359,-0.0517,18
CMPLOGP00000002,-4.2300,2.9895,0.6795,-7.2195,5,-4.0724,0.0576,-0.1576,17
CMPLOGP00001868,1.7600,2.4730,0.6744,-0.7130,5,1.7901,0.0203,-0.0301,16
CMPLOGP00002381,2.2200,2.3148,0.0922,-0.0948,5,2.2248,0.0394,-0.0048,16
CMPLOGP00005313,6.4100,6.3077,0.2587,0.1023,5,6.3577,0.0415,0.0523,17
CMPLOGP00002286,2.1400,3.0735,0.1280,-0.9335,5,2.3144,0.0461,-0.1744,18
CMPLOGP00004573,4.5400,4.6865,0.0966,-0.1465,5,4.5812,0.0695,-0.0412,16
CMPLOGP00005361,6.6100,6.4185,0.1959,0.1915,5,6.5519,0.0493,0.0581,18
CMPLOGP00003198,2.9600,2.8590,0.1970,0.1010,5,3.0137,0.0574,-0.0537,19
CMPLOGP00002119,1.9900,-0.8160,0.2918,2.8060,5,1.9425,0.0138,0.0475,15
CMPLOGP00003753,3.5000,2.9826,0.0647,0.5174,5,3.4383,0.0345,0.0617,17
CMPLOGP00002522,2.3600,2.1165,0.1098,0.2435,5,2.3551,0.0426,0.0049,15
CMPLOGP00002993,2.7800,2.9365,0.1916,-0.1565,5,2.7861,0.0376,-0.0061,17
CMPLOGP00003494,3.2700,3.3173,0.1741,-0.0473,5,3.2431,0.0520,0.0269,18
CMPLOGP00003454,3.2200,2.9805,0.4961,0.2395,5,3.2277,0.0168,-0.0077,16
CMPLOGP00002106,1.9800,1.9740,0.0708,0.0060,5,1.9928,0.0205,-0.0128,16
CMPLOGP00000275,-0.4800,0.4529,0.2079,-0.9329,5,-0.3769,0.0327,-0.1031,19
CMPLOGP00000451,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00003399,3.1800,3.5710,0.2043,-0.3910,5,3.2871,0.0454,-0.1071,14
CMPLOGP00002712,2.5100,3.1844,0.0609,-0.6744,5,2.5776,0.0722,-0.0676,14
CMPLOGP00003823,3.5700,3.5877,0.1225,-0.0177,5,3.5839,0.0372,-0.0139,18
CMPLOGP00000901,0.6600,0.7554,0.1047,-0.0954,5,0.6493,0.0489,0.0107,15
CMPLOGP00004226,4.0400,4.0631,0.1634,-0.0231,5,4.1044,0.0396,-0.0644,16
CMPLOGP00003800,3.5300,3.8098,0.2806,-0.2798,5,3.5285,0.0919,0.0015,12
CMPLOGP00004800,4.9400,4.6208,0.1720,0.3192,5,4.9324,0.0403,0.0076,13
CMPLOGP00001765,1.6700,1.6060,0.2401,0.0640,5,1.6097,0.0362,0.0603,16
CMPLOGP00002201,2.0600,1.7805,0.1936,0.2795,5,2.0101,0.0482,0.0499,18
CMPLOGP00002663,2.4700,2.3367,0.2316,0.1333,5,2.4726,0.0230,-0.0026,18
CMPLOGP00002855,2.6500,2.3915,0.2793,0.2585,5,2.5857,0.0513,0.0643,14
CMPLOGP00003512,3.2900,3.5139,0.1722,-0.2239,5,3.3203,0.0636,-0.0303,16
CMPLOGP00000169,-0.9200,0.3196,0.2182,-1.2396,5,-0.8094,0.0193,-0.1106,12
CMPLOGP00003548,3.3000,3.4107,0.3035,-0.1107,5,3.3082,0.0346,-0.0082,16
CMPLOGP00004710,4.7800,4.7425,0.0805,0.0375,5,4.7750,0.0394,0.0050,15
CMPLOGP00000098,-1.3800,-0.9812,0.2010,-0.3988,5,-1.3510,0.0343,-0.0290,17
CMPLOGP00004201,4.0000,4.7309,0.2204,-0.7309,5,4.0267,0.0429,-0.0267,16
CMPLOGP00004679,4.7200,5.4672,0.2798,-0.7472,5,4.7510,0.0333,-0.0310,16
CMPLOGP00004354,4.2100,2.1799,0.5354,2.0301,5,4.0614,0.0389,0.1486,16
CMPLOGP00003205,2.9700,2.7794,0.2218,0.1906,5,2.9376,0.0347,0.0324,18
CMPLOGP00004724,4.8000,4.9113,0.1582,-0.1113,5,4.8292,0.0558,-0.0292,19
CMPLOGP00005057,5.5750,5.0755,0.1290,0.4995,5,5.5069,0.0333,0.0681,17
CMPLOGP00004224,4.0300,3.5544,0.2451,0.4756,5,3.9614,0.0378,0.0686,14
CMPLOGP00004725,4.8000,4.6424,0.0713,0.1576,5,4.7655,0.0657,0.0345,18
CMPLOGP00001358,1.2400,1.7965,0.0919,-0.5565,5,1.2982,0.0342,-0.0582,16
CMPLOGP00003052,2.8300,2.8548,0.2589,-0.0248,5,2.7970,0.0382,0.0330,16
CMPLOGP00001246,1.1100,1.2699,0.1248,-0.1599,5,1.1624,0.0567,-0.0524,16
CMPLOGP00001227,1.1000,0.6665,0.2750,0.4335,5,1.0137,0.0363,0.0863,16
CMPLOGP00001188,1.0500,1.4718,0.1076,-0.4218,5,1.1930,0.0538,-0.1430,17
CMPLOGP00001742,1.6500,1.6917,0.1475,-0.0417,5,1.7239,0.0511,-0.0739,10
CMPLOGP00004730,4.8000,3.5977,0.3079,1.2023,5,4.7516,0.0331,0.0484,19
CMPLOGP00004496,4.4400,4.4099,0.1192,0.0301,5,4.4061,0.0544,0.0339,20
CMPLOGP00000840,0.5401,0.8480,0.1063,-0.3079,5,0.6324,0.0490,-0.0923,19
CMPLOGP00002701,2.5000,2.3276,0.1743,0.1724,5,2.5345,0.0627,-0.0345,16
CMPLOGP00003865,3.6000,3.8308,0.1900,-0.2308,5,3.6375,0.0518,-0.0375,16
CMPLOGP00005448,7.1500,7.7840,0.1858,-0.6340,5,7.2067,0.0250,-0.0567,18
CMPLOGP00002054,1.9300,2.4863,0.2041,-0.5563,5,1.9975,0.0347,-0.0675,15
CMPLOGP00003171,2.9400,3.8035,0.1582,-0.8635,5,2.9564,0.0432,-0.0164,16
CMPLOGP00005107,5.7100,5.7145,0.1795,-0.0045,5,5.6980,0.0387,0.0120,16
CMPLOGP00004295,4.1200,3.6620,0.1759,0.4580,5,4.0320,0.0361,0.0880,14
CMPLOGP00000645,0.2500,-0.7791,0.2381,1.0291,5,0.0492,0.0570,0.2008,14
CMPLOGP00000285,-0.4510,-0.4640,0.3799,0.0130,5,-0.4417,0.0462,-0.0093,17
CMPLOGP00001160,1.0200,1.8378,0.2067,-0.8178,5,1.0919,0.0444,-0.0719,17
CMPLOGP00002683,2.5000,2.0275,0.1103,0.4725,5,2.4207,0.0575,0.0793,15
CMPLOGP00002695,2.5000,3.2193,0.2011,-0.7193,5,2.6420,0.0326,-0.1420,17
CMPLOGP00002631,2.4400,3.9601,0.2107,-1.5201,5,2.6115,0.0344,-0.1715,16
CMPLOGP00003468,3.2400,3.3727,0.0615,-0.1327,5,3.3252,0.0691,-0.0852,17
CMPLOGP00001829,1.7200,1.8277,0.2402,-0.1077,5,1.7002,0.0373,0.0198,15
CMPLOGP00002978,2.7600,2.2227,0.0960,0.5373,5,2.6103,0.0378,0.1497,19
CMPLOGP00002226,2.0700,0.4952,0.3578,1.5748,5,1.8771,0.0311,0.1929,16
CMPLOGP00004491,4.4260,4.2568,0.1628,0.1692,5,4.4032,0.0387,0.0228,18
CMPLOGP00002728,2.5200,3.9465,0.3487,-1.4265,5,2.6146,0.0372,-0.0946,18
CMPLOGP00005058,5.5800,4.6991,0.1423,0.8809,5,5.4553,0.0489,0.1247,16
CMPLOGP00001751,1.6600,1.9017,0.2401,-0.2417,5,1.6807,0.0430,-0.0207,16
CMPLOGP00002092,1.9600,3.7218,0.3449,-1.7618,5,1.9810,0.0267,-0.0210,19
CMPLOGP00002094,1.9600,2.0163,0.0628,-0.0563,5,1.9801,0.0528,-0.0201,16
CMPLOGP00003880,3.6200,4.4058,0.2266,-0.7858,5,3.6242,0.0595,-0.0042,18
CMPLOGP00004932,5.2400,5.3996,0.1660,-0.1596,5,5.2532,0.0492,-0.0132,15
CMPLOGP00001617,1.5200,1.3771,0.1744,0.1429,5,1.5129,0.0614,0.0071,17
CMPLOGP00000568,0.1300,1.4604,0.6086,-1.3304,5,0.1594,0.0260,-0.0294,16
CMPLOGP00003125,2.9000,3.1552,0.2828,-0.2552,5,2.8597,0.0241,0.0403,16
CMPLOGP00002115,1.9900,2.0177,0.1201,-0.0277,5,1.9750,0.0642,0.0150,17
CMPLOGP00000410,-0.0600,0.6818,0.2000,-0.7418,5,0.0378,0.0469,-0.0978,17
CMPLOGP00000074,-1.7010,-0.9468,0.2771,-0.7542,5,-1.5923,0.0719,-0.1087,16
CMPLOGP00000844,0.5500,1.3716,0.0305,-0.8216,5,0.6345,0.0240,-0.0845,20
CMPLOGP00002458,2.3000,2.9019,0.1218,-0.6019,5,2.4515,0.0534,-0.1515,14
CMPLOGP00003201,2.9700,2.6333,0.2194,0.3367,5,2.9078,0.0711,0.0622,14
CMPLOGP00003308,3.1000,2.9253,0.0647,0.1747,5,3.0823,0.0268,0.0177,17
CMPLOGP00000383,-0.1340,-0.4920,0.1861,0.3580,5,-0.2337,0.0494,0.0997,16
CMPLOGP00000469,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00004964,5.3100,4.5154,0.2776,0.7946,5,5.2642,0.0325,0.0458,16
CMPLOGP00005528,7.7600,7.5066,0.3069,0.2534,5,7.7627,0.0632,-0.0027,16
CMPLOGP00003409,3.1900,2.8480,0.2790,0.3420,5,3.1469,0.0482,0.0431,15
CMPLOGP00001466,1.3700,1.6801,0.1810,-0.3101,5,1.4549,0.0396,-0.0849,13
CMPLOGP00003747,3.4900,2.8687,0.1952,0.6213,5,3.3461,0.0308,0.1439,15
CMPLOGP00003596,3.3600,3.5050,0.0603,-0.1450,5,3.4260,0.0470,-0.0660,17
CMPLOGP00000258,-0.5400,-0.7072,0.3255,0.1672,5,-0.5878,0.0340,0.0478,17
CMPLOGP00002813,2.6000,3.1221,0.1410,-0.5221,5,2.7223,0.0510,-0.1223,15
CMPLOGP00005026,5.5000,3.3157,0.1930,2.1843,5,5.3289,0.0269,0.1711,17
CMPLOGP00005288,6.2900,5.5408,0.2434,0.7492,5,6.2627,0.0229,0.0273,17
CMPLOGP00004526,4.4800,3.8441,0.1240,0.6359,5,4.3920,0.0446,0.0880,14
CMPLOGP00005406,6.8100,5.8711,0.1360,0.9389,5,6.7308,0.0567,0.0792,12
CMPLOGP00003802,3.5300,3.3827,0.0803,0.1473,5,3.5218,0.0418,0.0082,17
CMPLOGP00002606,2.4200,2.6415,0.0775,-0.2215,5,2.4821,0.0355,-0.0621,14
CMPLOGP00003181,2.9500,3.0164,0.1388,-0.0664,5,2.9679,0.0408,-0.0179,15
CMPLOGP00004115,3.9000,4.1546,0.2058,-0.2546,5,3.9441,0.0413,-0.0441,12
CMPLOGP00000254,-0.5500,0.1185,0.1905,-0.6685,5,-0.5235,0.0154,-0.0265,12
CMPLOGP00002682,2.5000,2.4869,0.1927,0.0131,5,2.5002,0.0299,-0.0002,17
CMPLOGP00001592,1.5000,1.8114,0.1479,-0.3114,5,1.5604,0.0464,-0.0604,17
CMPLOGP00001886,1.7700,1.8721,0.1050,-0.1021,5,1.8290,0.0381,-0.0590,17
CMPLOGP00002768,2.5600,2.5082,0.1159,0.0518,5,2.5317,0.0610,0.0283,17
CMPLOGP00002763,2.5600,2.1422,0.1593,0.4178,5,2.3502,0.0439,0.2098,14
CMPLOGP00005188,5.9300,5.6888,0.1265,0.2412,5,5.9176,0.0407,0.0124,19
CMPLOGP00000157,-0.9660,0.5301,0.3340,-1.4961,5,-0.7582,0.0404,-0.2078,15
CMPLOGP00004331,4.2000,3.0917,0.2325,1.1083,5,4.0510,0.0531,0.1490,18
CMPLOGP00005580,8.4500,7.9146,0.2081,0.5354,5,8.4583,0.0300,-0.0083,17
CMPLOGP00002090,1.9600,1.1524,0.1981,0.8076,5,1.8901,0.0332,0.0699,18
CMPLOGP00000986,0.7900,1.1552,0.1036,-0.3652,5,0.7961,0.0616,-0.0061,16
CMPLOGP00002299,2.1500,1.7652,0.2082,0.3848,5,2.1268,0.0302,0.0232,14
CMPLOGP00004828,5.0000,4.5308,0.1645,0.4692,5,4.9759,0.0343,0.0241,15
CMPLOGP00004497,4.4400,4.3208,0.0754,0.1192,5,4.3961,0.0449,0.0439,16
CMPLOGP00000235,-0.6000,0.0372,0.3683,-0.6372,5,-0.5486,0.0335,-0.0514,12
CMPLOGP00002356,2.2000,2.2205,0.2716,-0.0205,5,2.2107,0.0403,-0.0107,19
CMPLOGP00000573,0.1400,1.2130,0.2265,-1.0730,5,0.2789,0.0441,-0.1389,16
CMPLOGP00002151,2.0100,1.7999,0.1464,0.2101,5,1.9347,0.0410,0.0753,16
CMPLOGP00005130,5.7800,4.2119,0.2548,1.5681,5,5.6772,0.0342,0.1028,16
CMPLOGP00002652,2.4600,2.7287,0.1489,-0.2687,5,2.5270,0.0486,-0.0670,18
CMPLOGP00002848,2.6500,2.0902,0.1368,0.5598,5,2.6040,0.0398,0.0460,15
CMPLOGP00002511,2.3500,2.0878,0.1245,0.2622,5,2.2980,0.0358,0.0520,16
CMPLOGP00003295,3.0800,3.1288,0.0985,-0.0488,5,3.1015,0.0384,-0.0215,17
CMPLOGP00001915,1.8000,1.9526,0.3963,-0.1526,5,1.8027,0.0318,-0.0027,15
CMPLOGP00000415,-0.0400,0.5991,0.1521,-0.6391,5,0.0497,0.0220,-0.0897,16
CMPLOGP00004584,4.5800,4.0195,0.1578,0.5605,5,4.4424,0.0618,0.1376,17
CMPLOGP00003317,3.1000,3.0746,0.1892,0.0254,5,3.1171,0.0442,-0.0171,15
CMPLOGP00005421,6.9400,4.3210,0.2975,2.6190,5,6.8342,0.0306,0.1058,17
CMPLOGP00002380,2.2200,1.6181,0.2532,0.6019,5,2.2181,0.0615,0.0019,19
CMPLOGP00002769,2.5600,1.8802,0.1333,0.6798,5,2.4527,0.0581,0.1073,18
CMPLOGP00003789,3.5100,3.1589,0.0807,0.3511,5,3.3458,0.0566,0.1642,16
CMPLOGP00000386,-0.1300,0.7711,0.3784,-0.9011,5,0.0194,0.0594,-0.1494,17
CMPLOGP00002553,2.3900,2.9940,0.4993,-0.6040,5,2.4066,0.0310,-0.0166,15
CMPLOGP00001060,0.8900,-0.0527,0.4012,0.9427,5,0.8694,0.0114,0.0206,18
CMPLOGP00002014,1.8900,1.9738,0.0958,-0.0838,5,1.9038,0.0436,-0.0138,17
CMPLOGP00005531,7.8000,8.0154,0.3962,-0.2154,5,7.8238,0.0374,-0.0238,13
CMPLOGP00002894,2.7000,3.3798,0.2441,-0.6798,5,2.7382,0.0223,-0.0382,16
CMPLOGP00004981,5.3600,5.4349,0.1107,-0.0749,5,5.3603,0.0410,-0.0003,18
CMPLOGP00003583,3.3500,2.2719,0.3202,1.0781,5,3.2659,0.0297,0.0841,15
CMPLOGP00001352,1.2400,1.1647,0.0792,0.0753,5,1.2035,0.0369,0.0365,15
CMPLOGP00003848,3.6000,2.7202,0.1944,0.8798,5,3.4873,0.0497,0.1127,15
CMPLOGP00000574,0.1400,0.1378,0.3470,0.0022,5,0.1278,0.0325,0.0122,15
CMPLOGP00003852,3.6000,3.5685,0.1905,0.0315,5,3.5800,0.0506,0.0200,18
CMPLOGP00001049,0.8800,0.9820,0.1163,-0.1020,5,0.8620,0.0619,0.0180,18
CMPLOGP00002439,2.2900,2.4756,0.2649,-0.1856,5,2.3160,0.0485,-0.0260,13
CMPLOGP00004897,5.1300,4.2373,0.1808,0.8927,5,5.0589,0.0294,0.0711,15
CMPLOGP00002335,2.1900,2.2538,0.2826,-0.0638,5,2.2005,0.0663,-0.0105,12
CMPLOGP00000764,0.4500,0.4296,0.1936,0.0204,5,0.4104,0.0575,0.0396,18
CMPLOGP00002552,2.3900,2.9145,0.2957,-0.5245,5,2.4285,0.0452,-0.0385,14
CMPLOGP00001187,1.0500,2.1170,0.1752,-1.0670,5,1.1320,0.0421,-0.0820,13
CMPLOGP00002731,2.5200,2.3271,0.2042,0.1929,5,2.4839,0.0527,0.0361,13
CMPLOGP00000649,0.2600,0.3526,0.1404,-0.0926,5,0.3241,0.0509,-0.0641,16
CMPLOGP00003485,3.2600,3.3173,0.1573,-0.0573,5,3.2434,0.0409,0.0166,16
CMPLOGP00000946,0.7200,0.5913,0.2137,0.1287,5,0.7396,0.0636,-0.0196,14
CMPLOGP00004447,4.3700,4.5132,0.2445,-0.1432,5,4.4670,0.0572,-0.0970,17
CMPLOGP00002484,2.3200,1.8614,0.1366,0.4586,5,2.2766,0.0370,0.0434,16
CMPLOGP00005318,6.4300,5.1230,0.1829,1.3070,5,6.2995,0.0269,0.1305,20
CMPLOGP00001184,1.0500,0.9894,0.0467,0.0606,5,1.0324,0.0422,0.0176,16
CMPLOGP00004660,4.7000,2.9655,0.1315,1.7345,5,4.6277,0.0244,0.0723,13
CMPLOGP00002265,2.1100,1.9646,0.1936,0.1454,5,2.0878,0.0456,0.0222,15
CMPLOGP00004328,4.1900,4.2741,0.0603,-0.0841,5,4.2222,0.0410,-0.0322,14
CMPLOGP00000666,0.3000,1.7887,0.2062,-1.4887,5,0.3813,0.0340,-0.0813,16
CMPLOGP00004952,5.2800,4.0871,0.0420,1.1929,5,5.1681,0.0289,0.1119,17
CMPLOGP00003531,3.3000,3.1099,0.1562,0.1901,5,3.2695,0.0508,0.0305,17
CMPLOGP00004693,4.7300,4.2373,0.1661,0.4927,5,4.6619,0.0381,0.0681,16
CMPLOGP00004348,4.2000,4.0757,0.0647,0.1243,5,4.1652,0.0325,0.0348,16
CMPLOGP00000677,0.3100,1.6163,0.1156,-1.3063,5,0.4859,0.0338,-0.1759,17
CMPLOGP00004357,4.2200,4.0765,0.1977,0.1435,5,4.1670,0.0486,0.0530,19
CMPLOGP00005224,6.0700,6.2521,0.1261,-0.1821,5,6.1295,0.0325,-0.0595,18
CMPLOGP00001795,1.7000,1.9762,0.2644,-0.2762,5,1.6800,0.0618,0.0200,12
CMPLOGP00000306,-0.3900,0.0440,0.0919,-0.4340,5,-0.3241,0.0356,-0.0659,18
CMPLOGP00001016,0.8300,1.5183,0.4695,-0.6883,5,0.8945,0.0520,-0.0645,19
CMPLOGP00000940,0.7100,0.6416,0.1919,0.0684,5,0.6835,0.0604,0.0265,15
CMPLOGP00000670,0.3000,0.6255,0.2114,-0.3255,5,0.2929,0.0428,0.0071,15
CMPLOGP00001430,1.3200,3.5988,0.2643,-2.2788,5,1.4141,0.0332,-0.0941,17
CMPLOGP00005544,7.9000,7.0629,0.2619,0.8371,5,7.8995,0.0233,0.0005,16
CMPLOGP00000633,0.2300,-0.1520,0.3643,0.3820,5,0.2019,0.0329,0.0281,19
CMPLOGP00000696,0.3300,-0.5616,0.2490,0.8916,5,0.2108,0.0281,0.1192,16
CMPLOGP00004843,5.0300,4.1419,0.4045,0.8881,5,4.9607,0.0564,0.0693,16
CMPLOGP00003099,2.8800,2.9091,0.1275,-0.0291,5,2.8949,0.0518,-0.0149,16
CMPLOGP00004985,5.3800,4.0597,0.2271,1.3203,5,5.1865,0.0459,0.1935,19
CMPLOGP00003704,3.4500,3.6381,0.2173,-0.1881,5,3.4499,0.0424,0.0001,14
CMPLOGP00005355,6.6000,6.6491,0.1304,-0.0491,5,6.5731,0.0406,0.0269,17
CMPLOGP00000130,-1.1400,-0.4902,0.2341,-0.6498,5,-1.1163,0.0450,-0.0237,16
CMPLOGP00002387,2.2300,1.1437,0.3154,1.0863,5,2.1457,0.0304,0.0843,17
CMPLOGP00000050,-2.0000,-0.5127,0.3390,-1.4873,5,-1.9758,0.0263,-0.0242,18
CMPLOGP00005218,6.0300,5.0128,0.1901,1.0172,5,5.8620,0.0382,0.1680,17
CMPLOGP00003407,3.1900,3.1504,0.1047,0.0396,5,3.2022,0.0478,-0.0122,15
CMPLOGP00000176,-0.9100,-0.8854,0.2197,-0.0246,5,-0.9341,0.0346,0.0241,15
CMPLOGP00000213,-0.7000,-0.6414,0.6752,-0.0586,5,-0.7015,0.1092,0.0015,16
CMPLOGP00005382,6.7100,6.5499,0.1797,0.1601,5,6.6493,0.0507,0.0607,15
CMPLOGP00000454,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00003572,3.3400,3.5560,0.3083,-0.2160,5,3.3827,0.0321,-0.0427,18
CMPLOGP00005552,7.9900,7.6837,0.3523,0.3063,5,7.9734,0.0304,0.0166,19
CMPLOGP00004917,5.2000,4.6742,0.1486,0.5258,5,5.1767,0.0344,0.0233,15
CMPLOGP00001816,1.7100,1.9316,0.1398,-0.2216,5,1.6801,0.0701,0.0299,15
CMPLOGP00004793,4.9300,5.0697,0.1334,-0.1397,5,4.9970,0.0519,-0.0670,19
CMPLOGP00001756,1.6700,1.7035,0.2170,-0.0335,5,1.6895,0.0354,-0.0195,17
CMPLOGP00005608,9.3000,7.8709,0.0991,1.4291,5,9.2632,0.0175,0.0368,16
CMPLOGP00004391,4.2900,4.7347,0.0517,-0.4447,5,4.4144,0.0377,-0.1244,17
CMPLOGP00003286,3.0668,2.7814,0.2594,0.2854,5,3.0369,0.0349,0.0299,19
CMPLOGP00005317,6.4300,6.1027,0.2210,0.3273,5,6.4341,0.0540,-0.0041,16
CMPLOGP00000030,-2.4900,-1.5826,0.6750,-0.9074,5,-2.5051,0.0371,0.0151,18
CMPLOGP00000103,-1.3190,-0.7703,0.0625,-0.5487,5,-1.2743,0.0333,-0.0447,18
CMPLOGP00002130,2.0000,2.1909,0.0219,-0.1909,5,2.0590,0.0511,-0.0590,18
CMPLOGP00002349,2.2000,4.6329,0.0887,-2.4329,5,2.4586,0.0382,-0.2586,19
CMPLOGP00002111,1.9800,2.9831,0.1609,-1.0031,5,2.0916,0.0326,-0.1116,16
CMPLOGP00003529,3.3000,2.9797,0.0714,0.3203,5,3.1775,0.0718,0.1225,14
CMPLOGP00005510,7.5900,6.6943,0.2517,0.8957,5,7.5116,0.0267,0.0784,15
CMPLOGP00003963,3.7100,3.4276,0.0887,0.2824,5,3.6466,0.0626,0.0634,17
CMPLOGP00004070,3.8700,3.5084,0.2305,0.3616,5,3.8756,0.0496,-0.0056,17
CMPLOGP00000862,0.5900,1.6887,0.1621,-1.0987,5,0.7438,0.0347,-0.1538,17
CMPLOGP00000490,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00002633,2.4500,2.4905,0.1330,-0.0405,5,2.4272,0.0293,0.0228,16
CMPLOGP00003036,2.8100,2.8887,0.0848,-0.0787,5,2.8612,0.0554,-0.0512,14
CMPLOGP00004274,4.1000,4.5800,0.2801,-0.4800,5,4.1204,0.0257,-0.0204,16
CMPLOGP00000998,0.8100,0.9562,0.2827,-0.1462,5,0.8607,0.0392,-0.0507,14
CMPLOGP00005391,6.7700,6.5418,0.0640,0.2282,5,6.7097,0.0347,0.0603,17
CMPLOGP00002773,2.5700,2.8309,0.1742,-0.2609,5,2.6126,0.0465,-0.0426,14
CMPLOGP00001382,1.2700,1.6076,0.1919,-0.3376,5,1.3331,0.0396,-0.0631,16
CMPLOGP00004021,3.8000,4.1849,0.1901,-0.3849,5,3.9167,0.0650,-0.1167,15
CMPLOGP00000294,-0.4300,0.7487,0.2555,-1.1787,5,-0.3124,0.0412,-0.1176,17
CMPLOGP00002729,2.5200,1.5972,0.4400,0.9228,5,2.4538,0.0491,0.0662,16
CMPLOGP00002481,2.3200,1.4776,0.3243,0.8424,5,2.2549,0.0273,0.0651,16
CMPLOGP00000302,-0.4100,-0.1102,0.1659,-0.2998,5,-0.3340,0.0320,-0.0760,17
CMPLOGP00005335,6.4960,4.9817,0.3785,1.5143,5,6.4613,0.0180,0.0347,19
CMPLOGP00000102,-1.3290,-0.8965,0.3555,-0.4325,5,-1.3356,0.0565,0.0066,15
CMPLOGP00003833,3.5800,3.4489,0.0438,0.1311,5,3.5503,0.0570,0.0297,15
CMPLOGP00002128,2.0000,1.8419,0.0802,0.1581,5,1.9308,0.0449,0.0692,15
CMPLOGP00001867,1.7600,1.2561,0.2888,0.5039,5,1.7345,0.0362,0.0255,13
CMPLOGP00003085,2.8600,3.4827,0.2158,-0.6227,5,2.9725,0.0333,-0.1125,19
CMPLOGP00000239,-0.5800,1.4758,0.2458,-2.0558,5,-0.4704,0.0517,-0.1096,16
CMPLOGP00003939,3.7000,3.6482,0.2284,0.0518,5,3.6539,0.0252,0.0461,17
CMPLOGP00004728,4.8000,5.0139,0.2665,-0.2139,5,4.7998,0.0248,0.0002,16
CMPLOGP00001936,1.8200,1.6317,0.1718,0.1883,5,1.8251,0.0839,-0.0051,19
CMPLOGP00002700,2.5000,2.3943,0.1603,0.1057,5,2.4580,0.0387,0.0420,15
CMPLOGP00004758,4.8800,4.5360,0.2010,0.3440,5,4.8467,0.0625,0.0333,18
CMPLOGP00004257,4.0900,4.1828,0.1262,-0.0928,5,4.1070,0.0607,-0.0170,13
CMPLOGP00001519,1.4300,1.6322,0.1579,-0.2022,5,1.4634,0.0516,-0.0334,18
CMPLOGP00005571,8.3400,7.4535,0.1341,0.8865,5,8.2592,0.0423,0.0808,15
CMPLOGP00002260,2.1100,1.4939,0.2018,0.6161,5,1.9995,0.0402,0.1105,13
CMPLOGP00001670,1.5800,1.8365,0.0329,-0.2565,5,1.6269,0.0264,-0.0469,16
CMPLOGP00004137,3.9400,3.8323,0.1770,0.1077,5,3.8793,0.0499,0.0607,12
CMPLOGP00003696,3.4400,3.5762,0.1235,-0.1362,5,3.4615,0.0376,-0.0215,17
CMPLOGP00005066,5.6000,4.4959,0.3089,1.1041,5,5.5285,0.0231,0.0715,16
CMPLOGP00000484,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00005461,7.2600,7.3147,0.1162,-0.0547,5,7.2974,0.0454,-0.0374,17
CMPLOGP00001037,0.8700,0.6184,0.1747,0.2516,5,0.8049,0.0356,0.0651,15
CMPLOGP00003973,3.7300,4.3351,0.3420,-0.6051,5,3.7751,0.0347,-0.0451,15
CMPLOGP00000860,0.5900,0.6306,0.1989,-0.0406,5,0.6028,0.0212,-0.0128,16
CMPLOGP00004009,3.8000,3.5303,0.1996,0.2697,5,3.8228,0.0341,-0.0228,16
CMPLOGP00004575,4.5500,4.4609,0.0910,0.0891,5,4.5434,0.0393,0.0066,19
CMPLOGP00003868,3.6100,3.9211,0.0532,-0.3111,5,3.6416,0.0342,-0.0316,16
CMPLOGP00000011,-3.4000,0.7321,0.2516,-4.1321,5,-3.3341,0.0298,-0.0659,20
CMPLOGP00001726,1.6400,1.5845,0.3161,0.0555,5,1.6413,0.0551,-0.0013,14
