Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
CHEMBL1990415,12.20613205,-0.232445725,12.20613205,0.232445725,0.594052524,289.298,278.21,289.09636,106,0,0.256490495,-0.304506685,0.304506685,0.256490495,1.090909091,1.909090909,2.772727273,16.14941213,10.15943516,2.120828895,-2.022599194,2.235375541,-2.118166922,6.081364856,0.102166183,14.94094682,11.4460415,11.4460415,10.80966309,6.76366659,6.76366659,4.839465094,4.839465094,3.427138318,3.427138318,2.329036254,2.329036254,-3.28,12.45987363,4.923454247,2.066035439,124.7647107,5.316788604,0,11.46504,0,5.907179729,0,14.87719751,4.983978521,5.098681808,0,18.19910121,24.26546827,23.34336285,10.90292493,4.794537184,33.66136887,0,20.16532066,0,0,5.316788604,60.42170811,0,0,5.316788604,5.817862778,0,0,26.07250039,0,0,10.35798868,54.85825662,0,21.93632637,0,83.56,0,4.794537184,0,5.907179729,17.02849149,16.28914915,0,24.52642128,30.33183534,25.48210926,0,0,0,20.60226508,11.56946977,2.050265727,0.235207336,13.05741295,3.152045803,0,0,0,22,2,6,0,0,0,1,3,4,4,2,6,2,0,0,0,4,2.7584,83.5849
CHEMBL1990496,13.69202102,-0.126072562,13.69202102,0.123866509,0.368668258,461.569,434.353,461.2215605,174,0,0.26264454,-0.35399126,0.35399126,0.26264454,0.885714286,1.6,2.371428571,16.14053074,9.980093518,2.186325614,-2.18086668,2.303131672,-2.335027363,5.89881572,0.687694776,24.20009537,19.55640748,19.55640748,17.09735679,11.63918409,11.63918409,8.651708301,8.651708301,6.145693387,6.145693387,4.295179791,4.295179791,-4.29,22.49965675,9.910179265,4.832098808,203.6643091,11.05045608,0,0,5.948339281,5.559266895,0,14.34561535,4.983978521,0,0,66.73003775,46.51927424,37.59140785,11.25737949,0,16.72078771,0,14.53505669,12.78133946,12.46266245,11.86154501,113.2400817,0,22.38428247,16.60972298,5.948339281,0,0,27.12165392,13.46849361,0,5.563451492,102.1173633,0,33.1567309,0,85.83,0,4.794537184,0,11.60110772,23.75047517,28.32017304,5.563451492,24.00845877,66.73003775,28.49986833,10.717646,1.559971183,0,22.73206922,5.497005806,10.26384952,0.481354718,27.9252853,4.150044648,0.486389627,1.737363316,0.137931034,35,3,6,0,0,0,3,2,5,6,2,6,7,0,0,0,5,4.6444,142.2621
CHEMBL1990884,14.74675443,-0.634630703,14.74675443,0.196526457,0.438820851,390.418,371.266,390.1492041,146,0,0.299860893,-0.423026338,0.423026338,0.299860893,1.137931034,1.931034483,2.655172414,19.14221359,9.993410215,2.143933394,-2.106385453,2.321131648,-2.134179398,6.012046031,0.10008959,20.70637782,15.91517734,15.91517734,13.8294076,8.962669883,8.962669883,6.899772429,6.899772429,4.713371594,4.713371594,3.361136002,3.361136002,-3.87,18.49130952,6.93984341,3.379904207,165.8927607,21.2012745,11.33392156,5.583020142,0,11.92183843,0,4.794537184,4.390415048,4.983978521,0,24.26546827,54.80329715,5.563451492,16.93822404,13.60210317,34.39633184,0,4.983978521,5.733667477,13.8474744,11.05045608,71.03851186,0,11.12690298,16.78412356,21.7798463,0,0,10.89115825,0,19.66469524,21.48489166,52.94808748,0,22.22662384,0,107.17,11.72440057,9.184952232,0,22.95288275,22.22662384,11.12690298,12.13273414,24.26546827,25.98020854,10.30076712,15.88448589,20.475312,0,15.86984978,2.87307726,16.43162272,-1.147096742,13.58471416,0,3.912520824,0,0.090909091,29,5,6,0,0,0,3,1,4,5,3,7,4,0,0,0,4,4.67544,111.532
CHEMBL1990885,13.6504632,-0.403882066,13.6504632,0.143172057,0.626303274,398.482,371.266,398.2118043,154,0,0.255944105,-0.358205853,0.358205853,0.255944105,1.24137931,1.965517241,2.655172414,19.14214671,10.03431805,2.256764362,-2.175697386,2.339334385,-2.346442375,6.344824303,-0.110330894,21.12902755,17.27950285,17.27950285,13.84977431,9.879064919,9.879064919,7.148501272,7.148501272,5.364539332,5.364539332,3.662778781,3.662778781,-2.93,20.79528486,8.611069785,4.244127388,169.7296666,20.51746546,5.817220841,0,0,11.81435946,0,9.589074368,4.390415048,0,0,13.8474744,56.77556002,35.72820657,11.13655602,13.97948942,29.15087037,0,15.20067686,0,27.6949488,31.49581423,52.09453251,0,0,10.63357721,10.07780132,0,0,47.87727333,4.794537184,19.66469524,46.72022205,18.19910121,0,11.64912464,0,77.23,5.817220841,13.97948942,0,11.81435946,34.62607819,30.8916487,12.13273414,12.14238718,13.8474744,34.36493986,0,13.6504632,0,30.47464616,5.704781497,4.204299099,-0.836427066,4.197185704,1.676211026,11.09550705,0,0.363636364,29,3,6,0,1,1,1,1,2,3,3,7,7,0,0,0,3,3.33494,113.2886
CHEMBL1990904,13.37385907,-0.278398912,13.37385907,0.278398912,0.586033158,360.396,343.26,360.1498728,134,0,0.222755048,-0.353928983,0.353928983,0.222755048,1.074074074,1.925925926,2.740740741,19.1421441,10.08794869,2.214991973,-2.077040514,2.321742075,-2.069583751,5.800029024,0.627794638,18.2169677,14.50885549,14.50885549,13.27598958,8.930707783,8.930707783,6.710188669,6.710188669,4.691820933,4.691820933,3.093939896,3.093939896,-3.35,15.87001315,6.424848745,3.118731458,154.7116787,5.316788604,5.817220841,5.647177221,5.948339281,0,0,9.384673127,19.34235061,0,0,0,49.09138463,30.69873861,23.27862756,4.390415048,11.5955165,0,24.33660869,5.917906046,12.84164325,11.86154501,60.93643047,0,22.64523548,5.316788604,10.33875433,0,0,30.8813651,0,11.73512689,12.84164325,55.11920963,0,28.2924127,0,68,0,4.390415048,0,5.817220841,11.5955165,35.10789793,24.97437738,30.72326485,16.66390525,15.28474565,9.967957042,15.31700785,0,17.87424892,3.309870788,3.839049666,1.05712518,8.176707475,9.53179859,0.89419153,0,0.2,27,1,6,1,0,1,1,3,4,6,1,7,5,1,0,1,5,3.8143,100.6207
CHEMBL1990912,8.836413583,0.092699994,8.836413583,0.092699994,0.761191705,265.316,250.196,265.1215121,100,0,0.126098714,-0.394545037,0.394545037,0.126098714,1,1.95,2.75,16.25102777,10.0376853,2.014302882,-2.066456298,2.242661651,-2.059712185,5.878493324,0.31069123,13.78624628,10.95200677,10.95200677,9.864504643,6.516060835,6.516060835,4.523557065,4.523557065,3.134521329,3.134521329,2.134699772,2.134699772,-2.46,12.56757486,5.670687268,2.60102772,116.683438,10.423316,5.817862778,0,0,0,0,4.983978521,4.983978521,0,0,18.19910121,29.14877691,36.08496283,6.606881965,5.106527395,16.59031121,0,9.967957042,0,0,18.46842697,54.98873313,0,11.12690298,5.316788604,5.817862778,0,0,28.22612281,0,0,0,54.98873313,0,21.89935141,0,58.04,0,0,0,6.606881965,6.544756406,27.71721419,0,6.196843572,30.59278835,33.48384685,5.106527395,0,0,8.458962737,14.11140839,2.223136863,0.77304322,12.21423269,5.45905317,0.593496271,0,0.125,20,2,4,0,0,0,1,2,3,4,2,4,4,0,0,0,3,2.701,80.5495
CHEMBL1991008,5.780814752,0.54887141,5.780814752,0.54887141,0.647094616,209.252,198.164,209.0952974,78,0,0.152649644,-0.381711641,0.381711641,0.152649644,0.9375,1.75,2.5625,15.14958024,10.03144089,2.068012494,-2.017863691,2.284946749,-1.83119771,5.983822348,1.12733479,10.95781916,8.643366018,8.643366018,7.860173345,5.140589268,5.140589268,3.703006305,3.703006305,2.713361919,2.713361919,1.92084392,1.92084392,-2.29,8.973795861,3.379286958,1.255378679,92.90731452,5.733667477,0,5.817862778,0,0,0,5.098681808,0,5.098681808,0,42.46456948,11.62981856,10.94967571,5.516700718,0,16.72078771,0,10.19736362,0,0,5.733667477,48.53093655,0,11.12690298,5.733667477,5.817862778,0,0,10.19736362,0,0,0,48.53093655,0,22.02982792,0,54.7,0,0,0,0,5.817862778,22.02982792,0,0,30.33183534,28.39646482,5.733667477,0,0,0,7.988083428,9.063453641,0.54887141,16.23292486,0,0,0,0,16,3,3,0,0,0,2,1,3,2,2,3,1,0,0,0,3,2.8121,65.9421
CHEMBL1991078,12.86828733,-0.311516842,12.86828733,0.311516842,0.382805628,454.49,432.314,454.1753386,170,0,0.256519891,-0.492869508,0.492869508,0.256519891,1,1.823529412,2.617647059,16.50785077,10.10017454,2.15131319,-2.090719606,2.293685223,-2.122848847,6.081158644,0.102134506,23.49298858,18.64890926,18.64890926,16.63969289,10.60309594,10.60309594,7.643423858,7.643423858,5.462318868,5.462318868,3.704234099,3.704234099,-4.66,21.19964607,9.065329084,4.182961115,194.8751904,14.79051451,5.693927995,17.31688644,0,5.907179729,0,9.893218992,4.681802935,5.098681808,5.098681808,41.61158751,35.89528683,16.5131272,32.47789578,14.26826309,22.62796744,0,25.19123346,0,6.544756406,19.53638369,84.05378431,0,22.75640315,14.79051451,5.817862778,11.49902367,0,45.31800827,6.544756406,0,15.92144017,72.92688132,0,22.16030442,0,106.95,0,4.794537184,0,5.907179729,29.42509434,27.72375591,7.109797541,29.99070168,54.72778012,25.82621912,9.473725908,12.32840953,0,12.86828733,19.43021575,3.965066671,1.137969476,20.83139696,1.898944956,0.633358739,3.073017263,0.12,34,2,9,0,0,0,3,2,5,7,2,9,7,0,0,0,5,4.1392,128.1529
CHEMBL1991188,13.99881809,-0.436665089,13.99881809,0.231828873,0.688747466,380.419,359.251,380.1536208,144,0,0.255015774,-0.49675657,0.49675657,0.255015774,1.107142857,1.928571429,2.642857143,19.14220582,10.02290746,2.172868892,-2.167881173,2.289639142,-2.266305999,5.975031827,0.093652731,20.09564736,15.9007759,15.9007759,13.5284071,8.75903425,8.75903425,6.242347637,6.242347637,4.471002552,4.471002552,2.924231023,2.924231023,-3.41,19.35431191,8.519532251,4.114264011,162.6939602,14.79051451,17.31624451,0,0,5.907179729,0,9.778515705,4.390415048,0,0,18.19910121,48.38247553,11.76029506,32.02173098,18.65867814,5.907179729,0,10.30076712,0,12.96557803,14.21959508,77.86874752,0,22.62592665,14.79051451,4.390415048,11.49902367,0,25.11075333,0,5.817220841,28.8870182,60.92462369,0,11.12690298,0,60.45,5.817220841,9.184952232,0,11.94902056,22.43986631,17.5098069,13.30664111,31.37526582,31.18920547,10.30076712,9.473725908,24.60041038,0,16.52418561,2.950544218,2.288662068,0.366931799,13.80683483,2.666236035,1.888754168,3.074107551,0.181818182,28,1,5,0,0,0,2,1,3,4,1,6,6,0,0,0,3,4.3959,105.0582
CHEMBL1991285,12.34429704,-0.773364831,12.34429704,0.136744396,0.633790458,429.864,409.704,429.1203818,156,0,0.324500351,-0.491109363,0.491109363,0.324500351,1.3,2.1,2.733333333,35.49569213,10.06304508,2.29809765,-2.16848567,2.346126991,-2.209979689,6.313967593,-0.141098413,21.67299763,16.18409247,16.94002141,14.35057565,9.312822172,9.690786645,7.100600778,7.507800905,4.882033745,5.289233872,3.250586028,3.414249445,-3.38,21.3317774,9.411858396,5.360478439,177.5977767,15.16017895,11.81873315,11.51179077,0,0,12.0004198,10.11132579,14.76249423,5.261891555,0,11.60093989,49.80029374,5.022633314,30.60586143,19.43246472,35.10660874,5.261891555,9.967957042,11.83581209,26.18620207,17.24045917,40.80643408,0,11.81873315,15.37044016,16.29978624,5.749511833,11.60093989,33.6817862,4.794537184,30.09066216,30.51984436,24.52642128,5.022633314,0,0,137.23,12.0004198,9.589074368,0,23.34760287,35.90805663,11.98427311,12.39368714,12.13273414,12.99295851,20.60153425,26.70622179,5.908261313,6.198568554,31.24549545,23.54262945,1.293439409,-0.347693674,4.581934454,4.518179352,2.170296799,0,0.35,30,3,9,1,0,1,1,1,2,6,3,10,6,1,0,1,3,3.8338,109.5392
CHEMBL1991356,12.25937091,-0.089957299,12.25937091,0.089957299,0.614316021,290.322,276.21,290.1055277,108,0,0.272224269,-0.496745469,0.496745469,0.272224269,0.954545455,1.818181818,2.681818182,16.46529934,10.09838656,2.087504309,-2.020918061,2.260895996,-2.085097934,5.810019713,0.414752934,15.10408353,12.03721287,12.03721287,10.75835149,7.036651944,7.036651944,5.187250581,5.187250581,3.867440134,3.867440134,2.773252498,2.773252498,-3.01,12.70974487,4.771482002,1.88620463,126.1479797,14.12153608,11.26621255,0,0,5.559266895,0,4.794537184,0,0,0,24.26546827,35.89528683,11.76029506,18.14319898,4.736862954,16.55010215,0,9.384673127,0,0,7.109797541,71.14795127,0,16.87641482,10.29612985,0,5.749511833,0,16.49447067,0,0,0,65.58868437,0,27.67700514,0,46.5,0,4.794537184,0,5.559266895,5.516700718,27.90981625,0,7.109797541,65.19484179,4.983978521,4.736862954,7.20317843,0,15.17832845,0,4.357119027,0.797707047,17.49615418,1.987777778,0,1.646401749,0.055555556,22,1,4,0,0,0,2,2,4,3,1,4,2,0,0,0,4,3.4564,87.5117
CHEMBL1991395,13.41130228,-0.304860018,13.41130228,0.050263499,0.522730022,392.438,371.27,392.1760875,148,0,0.222765901,-0.395749802,0.395749802,0.222765901,1.103448276,1.896551724,2.655172414,19.14214493,9.950802517,2.192787423,-2.213418639,2.315638201,-2.269890737,5.800054473,0.170396525,20.43251065,16.17161203,16.17161203,13.96545827,9.229297458,9.229297458,7.561792992,7.561792992,4.599133203,4.599133203,2.910575297,2.910575297,-3.39,18.94947099,7.555801143,3.925784253,166.8766858,10.423316,5.817220841,5.647177221,5.948339281,0,0,9.384673127,19.34235061,0,0,13.8474744,30.33183534,42.72061105,23.27862756,9.496942443,11.5955165,0,24.33660869,5.414990469,13.8474744,18.46842697,60.93643047,0,22.64523548,5.316788604,10.33875433,0,0,42.59477446,0,11.23221131,13.8474744,55.11920963,0,28.2924127,0,88.23,0,9.496942443,0,17.83909327,29.5281289,11.25737949,12.13273414,36.78963192,24.44501258,25.25270269,0,15.3095803,0,17.75388925,12.63129591,3.25527699,0.151702246,8.006155275,6.831144374,4.477622318,0,0.238095238,29,2,7,0,0,0,1,3,4,7,2,8,6,0,0,0,4,3.4228,108.7635
CHEMBL1991429,12.74451949,-0.08418479,12.74451949,0.08418479,0.209373593,585.693,558.477,585.1946941,212,0,0.228294025,-0.325785331,0.325785331,0.228294025,0.930232558,1.790697674,2.651162791,32.13346032,10.07223164,2.221786386,-2.164969148,2.347977303,-2.230592378,7.147126807,-0.116953458,29.17478686,23.10419455,23.92069113,21.10248942,14.01258141,14.89223422,10.24570091,11.11871707,7.274970814,8.031571654,5.315065642,6.029055517,-5.35,26.5426599,11.49730974,5.599161277,251.4436713,15.53348694,5.693927995,4.960872923,17.76269874,0,0,13.98976897,14.95193556,0,11.33678588,48.53093655,48.38247553,53.36493826,17.80867761,9.589074368,51.12251636,0,19.35263017,0,19.26246487,22.07824334,108.2663404,0,22.64523548,15.53348694,23.01049811,0,11.33678588,37.71174603,16.00989599,0,18.40509474,102.7028889,0,27.6061084,0,104.52,0,9.589074368,0,11.81435946,30.1712968,51.81598247,11.33678588,6.196843572,105.8066496,15.61755573,9.967957042,2.020216659,1.53924338,41.89679901,8.309553002,6.442296433,0.4887072,26.96935456,5.438186894,0.728976194,0,0.121212121,43,2,9,0,1,1,3,3,6,8,2,10,8,0,1,1,7,6.5714,169.6184
CHEMBL1991434,12.03659793,-0.483607739,12.03659793,0.393094766,0.590591922,388.217,374.105,387.01062,122,0,0.367603109,-0.492869565,0.492869565,0.367603109,1.041666667,1.75,2.416666667,79.91873119,10.00426546,2.264062734,-2.078308054,2.293749959,-2.063621643,9.102997067,-0.136316698,17.10408353,13.07697338,14.66296992,11.6177235,7.114907728,7.907905997,4.99796492,5.913640449,3.531135,4.059800513,2.334630653,2.59896341,-2.6,16.26456279,6.882412421,3.186586194,147.2017822,14.31131449,5.711685003,11.49902367,0,0,5.969305288,0,4.794537184,0,0,39.28475783,35.90493987,10.03617101,19.79269961,19.10585168,33.6869543,0,0,5.155712727,0,14.21959508,63.63729651,0,11.49902367,9.473725908,0,11.49902367,15.9299439,25.90058537,9.632125768,0,11.12690298,57.66610625,0,6.076020107,0,57.12,5.969305288,4.794537184,0,0,22.7838132,15.5996225,0,32.42834933,30.33183534,21.08565662,14.31131449,11.45220095,3.385808022,16.88610839,3.898118465,2.480477398,0.720830559,12.90451122,1.720408045,0,3.134870275,0.111111111,24,0,5,0,1,1,2,0,2,5,0,6,4,0,0,0,3,3.8108,94.294
CHEMBL1991678,14.65746733,-0.715399684,14.65746733,0.007162029,0.488583667,424.455,402.279,424.1823158,160,0,0.222765901,-0.395749802,0.395749802,0.222765901,1.096774194,1.903225806,2.64516129,19.14546325,9.950798767,2.219619472,-2.213507918,2.338037058,-2.269907031,5.80934112,0.170396498,22.17299763,17.39487597,17.39487597,14.78682548,9.761679135,9.761679135,8.080815096,8.080815096,4.956164753,4.956164753,3.166630131,3.166630131,-3.46,20.79829374,7.992634374,4.086337955,177.4071633,10.423316,17.32836968,5.647177221,5.948339281,0,0,9.384673127,23.73276566,0,0,13.8474744,25.12283841,48.78697811,17.08178398,13.88735749,11.5955165,0,24.33660869,5.414990469,20.7712116,18.46842697,60.18436867,0,22.64523548,5.316788604,14.72916938,0,0,42.59477446,0,23.97316935,19.54140239,42.85599899,0,28.2924127,0,88.23,11.63444168,13.88735749,0,17.58532393,40.91598489,6.066367068,12.13273414,35.98132959,13.8474744,25.25270269,0,29.93569989,0,17.6953016,12.59644813,2.394237792,-1.011961852,5.092012572,4.941428636,6.106833226,0,0.272727273,31,2,7,0,0,0,1,3,4,7,2,9,6,0,0,0,4,3.87032,113.4585
CHEMBL1991734,6.074271699,0.142962963,6.074271699,0.142962963,0.664954271,301.393,282.241,301.1578976,114,0,0.045149036,-0.398718201,0.398718201,0.045149036,0.739130435,1.260869565,1.782608696,15.1172513,9.798629743,2.296407238,-2.357577784,2.480698442,-2.223455659,5.797361135,0.927662287,15.97432702,13.03011736,13.03011736,11.14786705,7.72455421,7.72455421,6.039219525,6.039219525,4.580797326,4.580797326,3.521236264,3.521236264,-2.94,13.7043397,5.05748455,2.127743777,135.7092597,16.36724469,0,0,0,0,0,0,0,0,0,30.33183534,53.08855689,35.71512313,0,0,22.7495451,0,0,0,5.917906046,23.41491667,83.42039223,0,0,16.36724469,22.7495451,0,0,7.047671983,0,0,22.60826052,66.73003775,0,0,0,55.28,0,0,0,5.917906046,0,11.37477255,28.06512702,0,18.19910121,60.47851826,11.46733495,0,0,2.211296296,0,19.77300391,0.142962963,22.7841843,0,0,2.088552532,0.1,23,4,3,0,1,1,3,0,3,3,2,3,1,0,0,0,4,4.1125,97.1588
CHEMBL1991818,11.94619898,-1.304050926,11.94619898,0.621117725,0.627788214,331.419,310.251,331.1684623,126,0,0.191624263,-0.398717508,0.398717508,0.191624263,0.88,1.52,2.2,16.30932787,9.812671548,2.43664899,-2.463714708,2.49807575,-2.494130248,5.88550019,0.076161124,17.60408353,14.10708747,14.10708747,12.05189725,8.408256556,8.408256556,6.364105546,6.364105546,4.905133261,4.905133261,3.785677266,3.785677266,-2.98,15.54204376,5.533326893,2.183007997,146.8684355,21.47377208,0,5.724985594,0,0,0,0,0,0,0,42.46456948,36.75265697,40.29726971,0,5.106527395,17.06215882,0,0,0,12.64872279,22.91200109,77.85694074,0,11.12690298,16.36724469,17.06215882,0,0,11.6512838,5.724985594,0,18.05064018,66.73003775,0,11.12690298,0,75.51,5.724985594,5.106527395,0,0,17.91952896,27.94119224,0,0,78.55368468,0,11.46733495,0,0,1.981944444,11.94619898,16.63555739,0,21.20588488,0,2.647080971,0,0.142857143,25,5,4,0,1,1,3,0,3,4,3,4,2,0,0,0,4,3.5513,103.1636
CHEMBL1991867,5.600493827,0.457777778,5.600493827,0.457777778,0.631944686,174.616,171.592,173.9766948,52,0,0.185904837,-0.380977797,0.380977797,0.185904837,1.6,2.4,3.1,35.49602174,10.61712663,2.060637366,-1.74300935,2.270641144,-1.817301071,7.221354792,1.106440066,7.137828202,4.757990224,6.330415751,4.770856948,2.530332853,3.724793907,1.753397817,3.334588689,1.115956812,2.298264657,0.707368796,1.666882987,-0.81,5.936561167,1.834958028,0.675830131,65.0134978,5.733667477,4.699919916,15.93184552,0,0,0,5.098681808,4.983978521,5.098681808,0,22.93772577,0,0,0,0,39.10268568,0,15.18134214,0,0,5.733667477,4.466805519,0,0,5.733667477,5.817862778,0,22.93772577,15.18134214,0,0,0,0,4.466805519,10.34709714,0,67.59,0,0,0,0,15.93184552,4.699919916,11.33678588,0,0,15.18134214,17.33460737,1.30587963,6.921481481,3.919876543,6.38742284,6.11867284,0.457777778,0,0,0,0,0,10,3,4,0,0,0,0,2,2,4,2,6,0,0,0,0,2,1.255,41.1881
CHEMBL1992125,5.418279696,0.438433432,5.418279696,0.438433432,0.655820758,407.474,382.274,407.1957397,156,0,0.234209859,-0.492633536,0.492633536,0.234209859,0.966666667,1.733333333,2.433333333,16.53002217,9.998245218,2.208944979,-2.293030204,2.402298551,-2.26204638,5.672970944,0.324480203,21.08721119,17.59902121,17.59902121,14.6220548,9.75767144,9.75767144,7.035452206,7.035452206,5.075044669,5.075044669,3.693942859,3.693942859,-3.55,19.75289028,8.442870432,3.804178087,175.4036307,24.4272872,6.327320075,11.49902367,17.6461904,0,0,0,9.967957042,4.983978521,0,17.69618563,31.39519901,30.05226309,21.32939262,14.21058886,23.27145111,0,14.95193556,0,19.76538045,38.09084736,47.7860584,0,17.2485355,24.4272872,23.27145111,17.2485355,0,42.82608459,6.420821623,6.9237372,17.54772461,36.65915542,0,0,0,81.63,0,0,0,0,29.14521406,30.7611722,17.45422306,21.32939262,12.13273414,50.2914723,14.21058886,16.21442716,0,15.48096043,3.212787121,4.448987343,2.683583663,10.10978252,3.63694496,2.977466013,4.735060789,0.318181818,30,1,8,0,1,1,2,1,3,8,1,8,6,0,0,0,4,4.03372,115.7137
CHEMBL1992220,11.6849387,-0.09727369,11.6849387,0.09727369,0.476675092,413.913,389.721,413.1730861,152,0,0.314496155,-0.351431593,0.351431593,0.314496155,1.24137931,2.034482759,2.827586207,35.49569693,9.911178829,2.229009156,-2.292913926,2.287816035,-2.444354733,6.293516232,0.232076234,20.2169677,16.20483934,16.96076829,14.11852484,9.900385203,10.27834968,7.198111745,7.585360486,5.154903605,5.348527976,3.749661499,3.933065135,-2.87,19.4465882,8.649474316,4.588467923,173.431289,20.93434433,10.80028704,0,5.948339281,0,6.031114512,0,19.74647275,0,0,11.60093989,44.73975783,48.03816798,5.693927995,4.794537184,34.61379512,0,30.56949129,0,44.69070535,11.86154501,35.74589817,0,11.25737949,15.95036581,10.74287647,0,11.60093989,44.59546666,0,0,32.60702369,30.59278835,5.153109817,22.29078092,0,107.62,0,4.794537184,0,18.11479617,17.6462055,47.97406741,0,12.26321064,25.25331491,35.8862799,11.60093989,0,6.274561252,28.19469492,10.5855722,2.49843539,0.519329195,6.011410743,7.322634931,2.537805814,0,0.4,29,4,8,1,0,1,0,3,3,5,4,9,5,1,0,1,4,3.7155,114.0048
CHEMBL1992306,12.76248849,-4.500082218,12.76248849,0.011005521,0.537126564,430.386,413.25,430.1252751,160,0,0.415985524,-0.457236902,0.457236902,0.415985524,0.903225806,1.612903226,2.290322581,19.41318598,10.16937547,2.300119368,-2.112114722,2.303982122,-2.193585861,5.993715797,-0.137101149,22.43251065,16.15670485,16.15670485,14.74053331,8.957342125,8.957342125,6.240035635,6.240035635,3.986755678,3.986755678,2.535999066,2.535999066,-4.08,21.62461941,9.159853447,5.95125,174.8077902,20.68722877,17.19295166,0,0,5.907179729,12.20741303,9.778515705,4.794537184,13.17124514,0,6.066367068,48.53093655,30.68565517,5.563451492,27.49718246,23.31306679,0,10.30076712,0,6.176298517,17.68124919,78.11789374,0,11.49902367,20.68722877,29.34055488,11.49902367,0,23.96994475,6.176298517,0,16.05191667,66.86051426,0,0,0,92.35,17.77086452,22.76031951,0,17.288494,17.18640994,12.13273414,31.44361676,30.33183534,0,20.93434433,4.736862954,43.94693882,0,27.64498828,7.342005247,-0.248583784,0.491919091,12.97519887,-3.061640867,0,1.492507682,0.095238095,31,3,7,0,0,0,2,1,3,4,3,10,5,0,0,0,3,4.8963,108.2286
CHEMBL1992342,11.77378793,-3.268018973,11.77378793,0.116255084,0.669173014,330.413,312.269,330.1150468,120,0,0.232208342,-0.381711656,0.381711656,0.232208342,1.130434783,1.826086957,2.52173913,32.23322761,10.03583047,2.090231808,-2.080302231,2.269030086,-2.153957091,7.922033784,0.599633588,16.44938299,12.70497418,13.52147076,10.98229503,7.328529201,8.980794428,5.367494543,7.209362731,3.55676669,5.049178953,2.443942221,3.578661292,-2.54,15.35931323,5.923172163,3.290571523,134.3127789,5.733667477,0,5.817862778,10.02329115,0,0,9.820776673,8.417796984,5.098681808,0,25.12283841,41.81319288,11.07361049,11.26955432,8.417796984,32.43146514,0,10.19736362,0,13.34455882,16.20861595,42.46456948,0,11.12690298,10.45576234,11.50524905,0,0,24.36801421,10.02329115,0,13.34455882,42.46456948,0,22.02982792,0,100.87,10.02329115,8.417796984,0,5.752853607,17.92607068,22.02982792,0,12.13273414,37.25557254,14.91945848,5.733667477,26.11726386,0,0,7.710676251,9.243514336,0.579954922,13.11701195,0.582890172,1.833374153,-3.268018973,0.1875,23,4,6,0,0,0,2,1,3,4,3,7,5,0,0,0,3,2.9638,93.6426
