Molecule,y1_true,y1_pred,y1_pred_stdev,y1_pred_res,y1_pred_freq,y1_recalc,y1_recalc_stdev,y1_recalc_res,y1_recalc_freq
CMPLOGP00000517,0.0400,-0.1084,0.1488,0.1484,5,0.0455,0.0374,-0.0055,14
CMPLOGP00005014,5.4500,4.7692,0.1853,0.6808,5,5.4051,0.0411,0.0449,16
CMPLOGP00004638,4.6600,4.7278,0.1057,-0.0678,5,4.6510,0.0554,0.0090,18
CMPLOGP00001622,1.5300,1.7948,0.2057,-0.2648,5,1.5495,0.0300,-0.0195,16
CMPLOGP00003457,3.2200,4.4666,0.1061,-1.2466,5,3.3832,0.0270,-0.1632,18
CMPLOGP00001357,1.2400,0.1170,0.3147,1.1230,5,1.1528,0.0191,0.0872,20
CMPLOGP00003184,2.9500,1.7458,0.4138,1.2042,5,2.8310,0.0375,0.1190,14
CMPLOGP00004076,3.8700,4.2862,0.0749,-0.4162,5,3.9213,0.0302,-0.0513,16
CMPLOGP00005196,5.9500,5.9078,0.0933,0.0422,5,5.9060,0.0488,0.0440,15
CMPLOGP00003540,3.3000,4.5440,0.5547,-1.2440,5,3.3791,0.0384,-0.0791,16
CMPLOGP00003783,3.5100,3.3585,0.1229,0.1515,5,3.5081,0.0221,0.0019,15
CMPLOGP00004314,4.1700,3.5782,0.1255,0.5918,5,4.0550,0.0498,0.1150,19
CMPLOGP00005613,9.5700,8.4503,0.1052,1.1197,5,9.5201,0.0182,0.0499,14
CMPLOGP00000651,0.2600,0.4472,0.1684,-0.1872,5,0.2930,0.0560,-0.0330,13
CMPLOGP00001923,1.8000,1.8215,0.1812,-0.0215,5,1.8467,0.0395,-0.0467,15
CMPLOGP00000793,0.4900,0.9060,0.2072,-0.4160,5,0.5396,0.0342,-0.0496,19
CMPLOGP00002096,1.9700,1.9352,0.0662,0.0348,5,1.9926,0.0516,-0.0226,16
CMPLOGP00002454,2.3000,1.6970,0.4925,0.6030,5,2.2850,0.0217,0.0150,19
CMPLOGP00002682,2.5000,2.2735,0.2287,0.2265,5,2.4697,0.0399,0.0303,17
CMPLOGP00003702,3.4500,3.1462,0.1157,0.3038,5,3.3905,0.0347,0.0595,15
CMPLOGP00001289,1.1700,1.0400,0.1267,0.1300,5,1.1500,0.0321,0.0200,14
CMPLOGP00001228,1.1000,1.4539,0.7523,-0.3539,5,1.2226,0.0862,-0.1226,18
CMPLOGP00002444,2.2900,3.0739,0.1689,-0.7839,5,2.4843,0.0406,-0.1943,17
CMPLOGP00003665,3.4100,3.3231,0.0638,0.0869,5,3.3934,0.0571,0.0166,16
CMPLOGP00005140,5.8000,6.3809,0.2879,-0.5809,5,5.8618,0.0291,-0.0618,16
CMPLOGP00005567,8.2500,4.8895,0.0933,3.3605,5,8.1713,0.0257,0.0787,19
CMPLOGP00003180,2.9500,2.5606,0.2489,0.3894,5,2.8990,0.0300,0.0510,19
CMPLOGP00001972,1.8500,2.0788,0.1067,-0.2288,5,1.8878,0.0450,-0.0378,17
CMPLOGP00002333,2.1900,2.4969,0.4720,-0.3069,5,2.2319,0.0867,-0.0419,20
CMPLOGP00003715,3.4600,3.0605,0.2057,0.3995,5,3.4237,0.0337,0.0363,16
CMPLOGP00001874,1.7700,1.2704,0.2085,0.4996,5,1.6408,0.0460,0.1292,18
CMPLOGP00000669,0.3000,0.5900,0.1169,-0.2900,5,0.3324,0.0259,-0.0324,18
CMPLOGP00003325,3.1000,2.9521,0.1546,0.1479,5,3.1122,0.0311,-0.0122,12
CMPLOGP00000333,-0.3000,3.7867,0.3270,-4.0867,5,-0.2620,0.0138,-0.0380,16
CMPLOGP00002153,2.0100,2.0152,0.2855,-0.0052,5,2.0145,0.0253,-0.0045,16
CMPLOGP00004119,3.9100,3.3202,0.2283,0.5898,5,3.8263,0.0415,0.0837,15
CMPLOGP00004176,3.9800,3.9997,0.0853,-0.0197,5,4.0013,0.0398,-0.0213,15
CMPLOGP00005592,8.7000,7.7332,0.2505,0.9668,5,8.6813,0.0214,0.0187,14
CMPLOGP00004643,4.6750,4.5566,0.1618,0.1184,5,4.6412,0.0375,0.0338,13
CMPLOGP00002388,2.2300,2.1733,0.1158,0.0567,5,2.2632,0.0488,-0.0332,16
CMPLOGP00000866,0.5900,0.6469,0.1098,-0.0569,5,0.6091,0.0429,-0.0191,16
CMPLOGP00004629,4.6500,4.6183,0.0671,0.0317,5,4.6060,0.0639,0.0440,14
CMPLOGP00003417,3.1900,3.3864,0.1072,-0.1964,5,3.3453,0.0662,-0.1553,16
CMPLOGP00002252,2.1000,1.9813,0.1851,0.1187,5,2.1342,0.0563,-0.0342,16
CMPLOGP00000403,-0.0900,0.2001,0.1443,-0.2901,5,-0.0212,0.0510,-0.0688,16
CMPLOGP00004491,4.4260,4.4032,0.1077,0.0228,5,4.3942,0.0502,0.0318,18
CMPLOGP00005172,5.9000,5.7203,0.1874,0.1797,5,5.8533,0.0482,0.0467,19
CMPLOGP00001635,1.5400,1.6769,0.0836,-0.1369,5,1.5744,0.0423,-0.0344,18
CMPLOGP00003322,3.1000,3.3200,0.1644,-0.2200,5,3.1333,0.0450,-0.0333,17
CMPLOGP00000608,0.1800,0.2355,0.2412,-0.0555,5,0.1983,0.0255,-0.0183,18
CMPLOGP00002878,2.6800,2.8547,0.1678,-0.1747,5,2.7341,0.0380,-0.0541,14
CMPLOGP00002183,2.0400,2.0457,0.1823,-0.0057,5,2.0097,0.0420,0.0303,15
CMPLOGP00002244,2.0900,2.0370,0.0897,0.0530,5,2.0396,0.0462,0.0504,15
CMPLOGP00005099,5.6900,5.8759,0.1816,-0.1859,5,5.7327,0.0392,-0.0427,17
CMPLOGP00000684,0.3150,0.4005,0.2099,-0.0855,5,0.3200,0.0446,-0.0050,20
CMPLOGP00000387,-0.1300,0.1589,0.5933,-0.2889,5,-0.1420,0.0798,0.0120,14
CMPLOGP00003823,3.5700,3.5978,0.1698,-0.0278,5,3.5874,0.0401,-0.0174,18
CMPLOGP00000030,-2.4900,-1.5804,0.5323,-0.9096,5,-2.5193,0.0353,0.0293,18
CMPLOGP00003672,3.4200,3.5949,0.0943,-0.1749,5,3.4652,0.0411,-0.0452,14
CMPLOGP00003786,3.5100,4.8448,0.1195,-1.3348,5,3.7084,0.0736,-0.1984,16
CMPLOGP00000025,-2.6800,0.1709,0.4565,-2.8509,5,-2.5235,0.0599,-0.1565,12
CMPLOGP00001020,0.8400,1.8502,0.7718,-1.0102,5,0.7769,0.0628,0.0631,14
CMPLOGP00004811,4.9800,4.6873,0.1730,0.2927,5,4.9506,0.0519,0.0294,16
CMPLOGP00001424,1.3100,1.3069,0.1530,0.0031,5,1.3380,0.0337,-0.0280,19
CMPLOGP00002737,2.5300,1.8605,0.2639,0.6695,5,2.4744,0.0244,0.0556,19
CMPLOGP00004328,4.1900,4.2216,0.0469,-0.0316,5,4.2052,0.0357,-0.0152,14
CMPLOGP00000412,-0.0550,0.2039,0.1739,-0.2589,5,-0.0832,0.0446,0.0282,17
CMPLOGP00004793,4.9300,5.0440,0.1090,-0.1140,5,5.0056,0.0437,-0.0756,19
CMPLOGP00000351,-0.2400,0.2512,0.0780,-0.4912,5,-0.1787,0.0357,-0.0613,18
CMPLOGP00002978,2.7600,2.2321,0.1374,0.5279,5,2.5996,0.0516,0.1604,19
CMPLOGP00004358,4.2200,4.2503,0.2640,-0.0303,5,4.1804,0.0536,0.0396,15
CMPLOGP00001918,1.8000,1.2801,0.0859,0.5199,5,1.6802,0.0515,0.1198,18
CMPLOGP00005221,6.0600,5.8913,0.1192,0.1687,5,6.0507,0.0399,0.0093,15
CMPLOGP00000384,-0.1300,-0.0247,0.1411,-0.1053,5,-0.1200,0.0356,-0.0100,18
CMPLOGP00003172,2.9400,2.7020,0.2123,0.2380,5,2.9192,0.0500,0.0208,15
CMPLOGP00003390,3.1700,2.9201,0.1085,0.2499,5,3.1231,0.0371,0.0469,17
CMPLOGP00000970,0.7600,1.0481,0.1404,-0.2881,5,0.8331,0.0415,-0.0731,15
CMPLOGP00002602,2.4200,2.7731,0.1671,-0.3531,5,2.4379,0.0253,-0.0179,16
CMPLOGP00003983,3.7600,3.5170,0.1919,0.2430,5,3.7570,0.0222,0.0030,17
CMPLOGP00004613,4.6100,4.8662,0.1805,-0.2562,5,4.6739,0.0352,-0.0639,15
CMPLOGP00001613,1.5200,2.0030,0.2596,-0.4830,5,1.5581,0.0367,-0.0381,17
CMPLOGP00002992,2.7800,2.7746,0.1904,0.0054,5,2.7508,0.0633,0.0292,15
CMPLOGP00004899,5.1400,4.9420,0.2477,0.1980,5,5.1193,0.0547,0.0207,15
CMPLOGP00001419,1.3000,1.8146,0.2339,-0.5146,5,1.3549,0.0639,-0.0549,14
CMPLOGP00002344,2.1900,1.0857,0.3579,1.1043,5,1.9996,0.0385,0.1904,18
CMPLOGP00003464,3.2300,3.4208,0.1304,-0.1908,5,3.3748,0.0395,-0.1448,15
CMPLOGP00002673,2.4800,2.7861,0.2210,-0.3061,5,2.4922,0.0312,-0.0122,16
CMPLOGP00005071,5.6100,5.8771,0.1882,-0.2671,5,5.6460,0.0393,-0.0360,15
CMPLOGP00000136,-1.0900,-0.7533,0.2268,-0.3367,5,-1.0762,0.0380,-0.0138,15
CMPLOGP00003826,3.5700,3.2097,0.3274,0.3603,5,3.5339,0.0433,0.0361,19
CMPLOGP00004063,3.8600,2.1117,0.1502,1.7483,5,3.7633,0.0305,0.0967,14
CMPLOGP00001863,1.7500,1.9362,0.2615,-0.1862,5,1.7740,0.0395,-0.0240,11
CMPLOGP00002149,2.0000,2.2486,0.1661,-0.2486,5,2.0224,0.0485,-0.0224,16
CMPLOGP00001809,1.7000,1.7057,0.2731,-0.0057,5,1.7324,0.0325,-0.0324,15
CMPLOGP00003173,2.9400,2.9262,0.1151,0.0138,5,2.9653,0.0549,-0.0253,14
CMPLOGP00002200,2.0600,2.7540,0.1529,-0.6940,5,2.0954,0.0279,-0.0354,17
CMPLOGP00003243,3.0100,3.0195,0.1342,-0.0095,5,3.0449,0.0383,-0.0349,15
CMPLOGP00001951,1.8300,1.9071,0.0625,-0.0771,5,1.8384,0.0463,-0.0084,18
CMPLOGP00000941,0.7200,0.9388,0.1889,-0.2188,5,0.7343,0.0213,-0.0143,17
CMPLOGP00002260,2.1100,1.3738,0.1266,0.7362,5,2.0146,0.0500,0.0954,13
CMPLOGP00003338,3.1200,3.1629,0.0784,-0.0429,5,3.1778,0.0383,-0.0578,14
CMPLOGP00001410,1.3000,1.1539,0.2109,0.1461,5,1.2453,0.0377,0.0547,18
CMPLOGP00004439,4.3500,4.2877,0.0557,0.0623,5,4.3551,0.0498,-0.0051,17
CMPLOGP00003657,3.4000,3.4936,0.0405,-0.0936,5,3.4222,0.0443,-0.0222,14
CMPLOGP00004120,3.9100,4.2320,0.2843,-0.3220,5,3.9096,0.0367,0.0004,19
CMPLOGP00001818,1.7100,1.5065,0.0266,0.2035,5,1.6547,0.0448,0.0553,15
CMPLOGP00002013,1.8900,1.8557,0.0513,0.0343,5,1.8701,0.0419,0.0199,16
CMPLOGP00003929,3.7000,1.8739,0.1947,1.8261,5,3.6376,0.0334,0.0624,19
CMPLOGP00001191,1.0500,1.3558,0.1343,-0.3058,5,1.0845,0.0456,-0.0345,15
CMPLOGP00005157,5.8630,5.8539,0.4507,0.0091,5,5.8541,0.0570,0.0089,17
CMPLOGP00005545,7.9000,7.7973,0.2042,0.1027,5,7.8925,0.0392,0.0075,16
CMPLOGP00000367,-0.2000,0.0033,0.1529,-0.2033,5,-0.1510,0.0257,-0.0490,14
CMPLOGP00002219,2.0700,1.6406,0.1273,0.4294,5,2.0479,0.0442,0.0221,16
CMPLOGP00004642,4.6700,4.7809,0.0750,-0.1109,5,4.6938,0.0285,-0.0238,15
CMPLOGP00003960,3.7100,3.2043,0.0953,0.5057,5,3.6495,0.0201,0.0605,18
CMPLOGP00005584,8.5400,7.7083,0.1486,0.8317,5,8.5219,0.0346,0.0181,18
CMPLOGP00003545,3.3000,3.1152,0.2972,0.1848,5,3.3326,0.0325,-0.0326,18
CMPLOGP00003480,3.2600,3.0587,0.0462,0.2013,5,3.1981,0.0478,0.0619,19
CMPLOGP00004181,3.9900,4.7635,0.1277,-0.7735,5,4.0938,0.0378,-0.1038,17
CMPLOGP00000506,0.0300,1.7383,0.3257,-1.7083,5,0.1665,0.0411,-0.1365,18
CMPLOGP00003432,3.2000,3.7526,0.2083,-0.5526,5,3.3298,0.0587,-0.1298,15
CMPLOGP00003038,2.8100,2.6219,0.4061,0.1881,5,2.7388,0.0686,0.0712,18
CMPLOGP00000287,-0.4500,-0.0427,0.1478,-0.4073,5,-0.3661,0.0513,-0.0839,15
CMPLOGP00000100,-1.3400,0.7640,0.2629,-2.1040,5,-1.1913,0.0347,-0.1487,18
CMPLOGP00000940,0.7100,0.5448,0.2540,0.1652,5,0.6308,0.0537,0.0792,15
CMPLOGP00002940,2.7300,3.1159,0.1652,-0.3859,5,2.7848,0.0374,-0.0548,18
CMPLOGP00005531,7.8000,8.1480,0.2860,-0.3480,5,7.8268,0.0303,-0.0268,13
CMPLOGP00005020,5.4900,5.3543,0.2454,0.1357,5,5.5250,0.0664,-0.0350,19
CMPLOGP00003618,3.4000,3.4869,0.1553,-0.0869,5,3.4114,0.0399,-0.0114,20
CMPLOGP00005449,7.1500,7.0187,0.1404,0.1313,5,7.1481,0.0757,0.0019,18
CMPLOGP00003465,3.2400,2.4766,0.2304,0.7634,5,3.1989,0.0142,0.0411,16
CMPLOGP00004467,4.4000,4.3621,0.2882,0.0379,5,4.3675,0.0503,0.0325,16
CMPLOGP00005556,8.0300,7.1256,0.6853,0.9044,5,8.0235,0.0194,0.0065,18
CMPLOGP00003934,3.7000,3.4864,0.0816,0.2136,5,3.6198,0.0397,0.0802,16
CMPLOGP00005388,6.7400,3.7420,0.5240,2.9980,5,6.6109,0.0341,0.1291,12
CMPLOGP00000272,-0.4800,0.0402,0.1142,-0.5202,5,-0.4502,0.0233,-0.0298,15
CMPLOGP00000988,0.8000,2.6302,0.4409,-1.8302,5,1.1271,0.0680,-0.3271,15
CMPLOGP00004717,4.7900,4.6769,0.1843,0.1131,5,4.8286,0.0366,-0.0386,16
CMPLOGP00001058,0.8900,0.9575,0.3654,-0.0675,5,0.9670,0.0430,-0.0770,16
CMPLOGP00004031,3.8100,4.5104,0.3528,-0.7004,5,3.8249,0.0387,-0.0149,17
CMPLOGP00002194,2.0500,1.2305,0.1548,0.8195,5,2.0104,0.0343,0.0396,16
CMPLOGP00001659,1.5700,1.3661,0.1081,0.2039,5,1.5400,0.0411,0.0300,18
CMPLOGP00001993,1.8800,1.6932,0.0786,0.1868,5,1.8429,0.0363,0.0371,14
CMPLOGP00002888,2.6900,2.5355,0.0866,0.1545,5,2.6590,0.0641,0.0310,16
CMPLOGP00003872,3.6100,2.4256,0.2219,1.1844,5,3.4792,0.0383,0.1308,17
CMPLOGP00001303,1.1900,1.8690,0.1016,-0.6790,5,1.3523,0.0478,-0.1623,13
CMPLOGP00001963,1.8400,1.7246,0.0986,0.1154,5,1.7998,0.0355,0.0402,19
CMPLOGP00002769,2.5600,1.9061,0.2839,0.6539,5,2.4671,0.0577,0.0929,18
CMPLOGP00002937,2.7300,2.7975,0.1582,-0.0675,5,2.7384,0.0290,-0.0084,18
CMPLOGP00000745,0.4100,0.5576,0.1751,-0.1476,5,0.4089,0.0442,0.0011,15
CMPLOGP00004295,4.1200,3.5068,0.0777,0.6132,5,4.0344,0.0438,0.0856,14
CMPLOGP00000898,0.6500,1.1691,0.2933,-0.5191,5,0.6234,0.0499,0.0266,16
CMPLOGP00005617,9.6500,4.9851,0.0930,4.6649,5,9.3224,0.0352,0.3276,15
CMPLOGP00002519,2.3500,2.5671,0.1778,-0.2171,5,2.3967,0.0499,-0.0467,16
CMPLOGP00003521,3.3000,3.2712,0.0548,0.0288,5,3.2766,0.0441,0.0234,16
CMPLOGP00000844,0.5500,1.3651,0.1177,-0.8151,5,0.6234,0.0301,-0.0734,20
CMPLOGP00000933,0.7000,1.6158,0.2127,-0.9158,5,0.8260,0.0486,-0.1260,16
CMPLOGP00001468,1.3700,1.7182,0.1529,-0.3482,5,1.4791,0.0407,-0.1091,17
CMPLOGP00004265,4.1000,4.2466,0.1541,-0.1466,5,4.1334,0.0475,-0.0334,18
CMPLOGP00000992,0.8000,0.8824,0.1893,-0.0824,5,0.7717,0.0505,0.0283,16
CMPLOGP00001831,1.7200,1.7840,0.1455,-0.0640,5,1.7410,0.0295,-0.0210,15
CMPLOGP00004032,3.8100,4.4288,0.3529,-0.6188,5,3.8356,0.0228,-0.0256,17
CMPLOGP00003175,2.9400,3.4768,0.1639,-0.5368,5,3.0328,0.0562,-0.0928,15
CMPLOGP00000948,0.7300,0.6263,0.1533,0.1037,5,0.7025,0.0396,0.0275,17
CMPLOGP00004024,3.8000,3.8405,0.0644,-0.0405,5,3.8098,0.0425,-0.0098,12
CMPLOGP00000561,0.1200,1.3230,0.1963,-1.2030,5,0.2605,0.0455,-0.1405,17
CMPLOGP00001719,1.6300,1.7189,0.1318,-0.0889,5,1.6304,0.0489,-0.0004,11
CMPLOGP00001596,1.5000,1.7787,0.2216,-0.2787,5,1.5446,0.0254,-0.0446,16
CMPLOGP00002214,2.0700,2.1113,0.0794,-0.0413,5,2.1438,0.0601,-0.0738,17
CMPLOGP00004288,4.1100,4.2948,0.1194,-0.1848,5,4.1251,0.0297,-0.0151,17
CMPLOGP00003033,2.8100,2.4337,0.1699,0.3763,5,2.7349,0.0456,0.0751,17
CMPLOGP00004497,4.4400,4.2771,0.0528,0.1629,5,4.3964,0.0279,0.0436,16
CMPLOGP00005258,6.1800,6.2744,0.1539,-0.0944,5,6.2313,0.0406,-0.0513,16
CMPLOGP00002282,2.1400,3.5933,0.1224,-1.4533,5,2.3123,0.0266,-0.1723,18
CMPLOGP00000383,-0.1340,-0.6634,0.1531,0.5294,5,-0.2411,0.0295,0.1071,16
CMPLOGP00000620,0.2080,0.2700,0.2209,-0.0620,5,0.1961,0.0317,0.0119,12
CMPLOGP00001661,1.5700,1.4795,0.3152,0.0905,5,1.6128,0.0480,-0.0428,18
CMPLOGP00002654,2.4600,2.4041,0.0851,0.0559,5,2.4554,0.0607,0.0046,20
CMPLOGP00001376,1.2700,2.9891,0.2551,-1.7191,5,1.3815,0.0235,-0.1115,20
CMPLOGP00002850,2.6500,2.9345,0.0710,-0.2845,5,2.6963,0.0471,-0.0463,16
CMPLOGP00002069,1.9400,1.2658,0.4698,0.6742,5,1.9074,0.0669,0.0326,16
CMPLOGP00000328,-0.3100,0.1876,0.1480,-0.4976,5,-0.1429,0.0528,-0.1671,18
CMPLOGP00005502,7.5400,5.0566,0.2940,2.4834,5,7.3845,0.0248,0.1555,15
CMPLOGP00001654,1.5600,1.2106,0.1349,0.3494,5,1.4631,0.0633,0.0969,15
CMPLOGP00003058,2.8300,2.5065,0.0711,0.3235,5,2.7336,0.0450,0.0964,18
CMPLOGP00002176,2.0300,1.2086,0.2539,0.8214,5,1.9708,0.0238,0.0592,16
CMPLOGP00005150,5.8300,4.7410,0.1210,1.0890,5,5.6524,0.0359,0.1776,16
CMPLOGP00001746,1.6600,2.0446,0.1178,-0.3846,5,1.7713,0.0671,-0.1113,17
CMPLOGP00001389,1.2800,1.1788,0.0740,0.1012,5,1.2978,0.0391,-0.0178,18
CMPLOGP00005170,5.8900,5.5506,0.2018,0.3394,5,5.8549,0.0395,0.0351,16
CMPLOGP00002700,2.5000,2.4253,0.1095,0.0747,5,2.4568,0.0347,0.0432,15
CMPLOGP00000617,0.2000,1.8732,0.1764,-1.6732,5,0.4101,0.0366,-0.2101,19
CMPLOGP00003530,3.3000,2.9172,0.2030,0.3828,5,3.2588,0.0242,0.0412,14
CMPLOGP00002692,2.5000,2.4456,0.8186,0.0544,5,2.4893,0.0316,0.0107,16
CMPLOGP00002327,2.1700,3.3888,0.3048,-1.2188,5,2.3671,0.0332,-0.1971,16
CMPLOGP00003792,3.5200,3.8489,0.1811,-0.3289,5,3.5740,0.0538,-0.0540,17
CMPLOGP00001479,1.4000,0.6357,0.1389,0.7643,5,1.2826,0.0341,0.1174,11
CMPLOGP00005392,6.7700,7.0081,0.2539,-0.2381,5,6.8200,0.0460,-0.0500,16
CMPLOGP00002227,2.0800,2.6591,0.2126,-0.5791,5,2.1432,0.0479,-0.0632,17
CMPLOGP00000107,-1.2960,-1.1085,0.1419,-0.1875,5,-1.2984,0.0561,0.0024,15
CMPLOGP00003658,3.4000,3.6974,0.1991,-0.2974,5,3.4364,0.0363,-0.0364,17
CMPLOGP00001501,1.4100,1.3730,0.1206,0.0370,5,1.3201,0.0421,0.0899,13
CMPLOGP00005078,5.6200,5.3924,0.2053,0.2276,5,5.5562,0.0494,0.0638,15
CMPLOGP00005400,6.7940,6.8144,0.1981,-0.0204,5,6.7859,0.0570,0.0081,18
CMPLOGP00000043,-2.1300,-1.3330,0.1519,-0.7970,5,-2.0865,0.0254,-0.0435,15
CMPLOGP00002918,2.7100,2.6732,0.2358,0.0368,5,2.6852,0.0363,0.0248,18
CMPLOGP00005166,5.8900,6.0683,0.0698,-0.1783,5,5.9039,0.0462,-0.0139,17
CMPLOGP00001205,1.0700,1.7655,0.1968,-0.6955,5,1.1838,0.0617,-0.1138,14
CMPLOGP00000769,0.4500,0.4279,0.0941,0.0221,5,0.4079,0.0320,0.0421,12
CMPLOGP00005086,5.6500,5.3532,0.2327,0.2968,5,5.6023,0.0346,0.0477,16
CMPLOGP00000995,0.8000,0.7401,0.1863,0.0599,5,0.7196,0.0387,0.0804,17
CMPLOGP00001310,1.1900,0.6739,0.1853,0.5161,5,1.1477,0.0324,0.0423,17
CMPLOGP00002421,2.2700,1.3282,0.6235,0.9418,5,2.0107,0.0920,0.2593,16
CMPLOGP00005548,7.9500,7.6152,0.0873,0.3348,5,7.8850,0.0680,0.0650,18
CMPLOGP00003408,3.1900,2.5608,0.2084,0.6292,5,3.0781,0.0463,0.1119,16
CMPLOGP00005114,5.7300,4.3495,0.3914,1.3805,5,5.6864,0.0252,0.0436,14
CMPLOGP00005478,7.3600,6.9241,0.3326,0.4359,5,7.3516,0.0701,0.0084,16
CMPLOGP00001492,1.4000,-0.2997,0.3621,1.6997,5,1.2728,0.0524,0.1272,16
CMPLOGP00000376,-0.1620,0.3915,0.0998,-0.5535,5,-0.0216,0.0442,-0.1404,17
CMPLOGP00002759,2.5500,3.0334,0.2274,-0.4834,5,2.6020,0.0813,-0.0520,17
CMPLOGP00000348,-0.2600,0.4577,0.0860,-0.7177,5,-0.1667,0.0364,-0.0933,16
CMPLOGP00005371,6.6400,6.4234,0.1143,0.2166,5,6.6011,0.0529,0.0389,15
CMPLOGP00002837,2.6290,2.7091,0.0595,-0.0801,5,2.6351,0.0508,-0.0061,18
CMPLOGP00001804,1.7000,1.7935,0.3413,-0.0935,5,1.7573,0.0814,-0.0573,17
CMPLOGP00005189,5.9300,5.2876,0.2925,0.6424,5,5.8632,0.0470,0.0668,17
CMPLOGP00004819,5.0000,5.0675,0.0472,-0.0675,5,5.0221,0.0790,-0.0221,16
CMPLOGP00003450,3.2100,1.7069,0.0817,1.5031,5,2.9717,0.0437,0.2383,16
CMPLOGP00001999,1.8800,1.1586,0.1983,0.7214,5,1.7798,0.0440,0.1002,18
CMPLOGP00005428,7.0100,5.6209,0.2827,1.3891,5,6.8862,0.0549,0.1238,14
CMPLOGP00003570,3.3400,2.9033,0.1076,0.4367,5,3.2117,0.0346,0.1283,16
CMPLOGP00001137,1.0000,1.0915,0.2895,-0.0915,5,0.9810,0.0142,0.0190,14
CMPLOGP00002373,2.2100,2.2530,0.0805,-0.0430,5,2.2360,0.0431,-0.0260,15
CMPLOGP00003685,3.4300,3.3466,0.0455,0.0834,5,3.4036,0.0500,0.0264,12
CMPLOGP00004770,4.9000,3.4284,0.2761,1.4716,5,4.7831,0.0311,0.1169,16
CMPLOGP00002370,2.2100,1.9603,0.0769,0.2497,5,2.1134,0.0538,0.0966,14
CMPLOGP00002310,2.1600,3.0688,0.1830,-0.9088,5,2.2599,0.0466,-0.0999,13
CMPLOGP00004418,4.3100,3.0939,0.1718,1.2161,5,4.1214,0.0402,0.1886,16
CMPLOGP00000215,-0.7000,-0.8099,0.4279,0.1099,5,-0.7099,0.0208,0.0099,16
CMPLOGP00001035,0.8600,1.0855,0.3555,-0.2255,5,0.8526,0.0287,0.0074,14
CMPLOGP00001517,1.4300,1.2173,0.2246,0.2127,5,1.3753,0.0424,0.0547,16
CMPLOGP00001727,1.6400,1.8944,0.1814,-0.2544,5,1.6916,0.0551,-0.0516,14
CMPLOGP00002949,2.7400,2.6908,0.1593,0.0492,5,2.7331,0.0424,0.0069,14
CMPLOGP00003197,2.9600,5.4055,0.4481,-2.4455,5,2.9934,0.0177,-0.0334,15
CMPLOGP00003078,2.8500,3.4018,0.0978,-0.5518,5,2.9739,0.0556,-0.1239,17
CMPLOGP00003754,3.5000,3.4941,0.2683,0.0059,5,3.4973,0.0544,0.0027,18
CMPLOGP00000404,-0.0820,-0.1845,0.2254,0.1025,5,-0.0865,0.0311,0.0045,16
CMPLOGP00001533,1.4500,1.4479,0.3777,0.0021,5,1.4227,0.0380,0.0273,16
CMPLOGP00003090,2.8700,2.8949,0.1932,-0.0249,5,2.8734,0.0252,-0.0034,18
CMPLOGP00004055,3.8500,3.9929,0.1170,-0.1429,5,3.8570,0.0498,-0.0070,14
CMPLOGP00002313,2.1600,2.7728,0.3107,-0.6128,5,2.2713,0.0936,-0.1113,15
CMPLOGP00004299,4.1300,4.6946,0.1088,-0.5646,5,4.3339,0.0519,-0.2039,14
CMPLOGP00002379,2.2200,2.6777,0.2251,-0.4577,5,2.2913,0.0325,-0.0713,14
CMPLOGP00003152,2.9100,2.7100,0.1631,0.2000,5,2.8819,0.0404,0.0281,15
CMPLOGP00001571,1.4839,0.9705,0.1888,0.5134,5,1.4287,0.0318,0.0552,15
CMPLOGP00001968,1.8400,2.1522,0.1882,-0.3122,5,1.8650,0.0370,-0.0250,15
CMPLOGP00005435,7.0400,4.6140,0.1232,2.4260,5,6.8835,0.0427,0.1565,17
CMPLOGP00004126,3.9200,3.0236,0.2402,0.8964,5,3.7977,0.0280,0.1223,14
CMPLOGP00003144,2.9000,3.1616,0.1348,-0.2616,5,2.9807,0.0418,-0.0807,15
CMPLOGP00005433,7.0400,6.4875,0.1706,0.5525,5,6.9299,0.0560,0.1101,13
CMPLOGP00002256,2.1000,1.9563,0.2998,0.1437,5,2.0606,0.0286,0.0394,15
CMPLOGP00000330,-0.3010,0.5226,0.2614,-0.8236,5,-0.2274,0.0272,-0.0736,17
CMPLOGP00003885,3.6200,4.3377,0.1129,-0.7177,5,3.7737,0.0401,-0.1537,15
CMPLOGP00000668,0.3000,0.7379,0.3611,-0.4379,5,0.3372,0.0587,-0.0372,18
CMPLOGP00005066,5.6000,4.5420,0.2307,1.0580,5,5.5299,0.0357,0.0701,16
CMPLOGP00005591,8.7000,7.8868,0.1920,0.8132,5,8.6638,0.0252,0.0362,16
CMPLOGP00001676,1.5800,1.5265,0.1573,0.0535,5,1.5296,0.0517,0.0504,18
CMPLOGP00001449,1.3500,1.6748,0.2341,-0.3248,5,1.3637,0.0330,-0.0137,17
CMPLOGP00001713,1.6200,1.6625,0.1226,-0.0425,5,1.6349,0.0369,-0.0149,12
CMPLOGP00003738,3.4900,3.2524,0.1366,0.2376,5,3.4050,0.0405,0.0850,16
CMPLOGP00002408,2.2600,2.2056,0.2096,0.0544,5,2.2542,0.0325,0.0058,17
CMPLOGP00002004,1.8900,1.8860,0.1169,0.0040,5,1.8863,0.0306,0.0037,17
