Molecule,y1_true,y1_pred,y1_pred_stdev,y1_pred_res,y1_pred_freq,y1_recalc,y1_recalc_stdev,y1_recalc_res,y1_recalc_freq
CMPLOGP00001583,1.5000,1.4004,0.0976,0.0996,5,1.5048,0.0398,-0.0048,15
CMPLOGP00000419,-0.0200,0.5336,0.1102,-0.5536,5,0.0506,0.0342,-0.0706,17
CMPLOGP00000713,0.3500,1.1558,0.1312,-0.8058,5,0.4530,0.0389,-0.1030,18
CMPLOGP00000799,0.4900,0.4932,0.1453,-0.0032,5,0.4701,0.0237,0.0199,17
CMPLOGP00001053,0.8900,1.4261,0.1959,-0.5361,5,0.9926,0.0288,-0.1026,16
CMPLOGP00001991,1.8700,1.7438,0.0362,0.1262,5,1.8313,0.0412,0.0387,16
CMPLOGP00002279,2.1300,1.9782,0.1622,0.1518,5,2.0788,0.0308,0.0512,16
CMPLOGP00001005,0.8200,0.8934,0.1460,-0.0734,5,0.8587,0.0246,-0.0387,16
CMPLOGP00004124,3.9200,4.2219,0.3320,-0.3019,5,3.9298,0.0384,-0.0098,18
CMPLOGP00005239,6.1000,5.9087,0.1150,0.1913,5,6.0853,0.0347,0.0147,17
CMPLOGP00005482,7.4000,6.1288,0.1594,1.2712,5,7.3586,0.0246,0.0414,17
CMPLOGP00003595,3.3600,4.2115,0.1754,-0.8515,5,3.4516,0.0312,-0.0916,15
CMPLOGP00002189,2.0500,1.9671,0.1691,0.0829,5,2.0401,0.0454,0.0099,16
CMPLOGP00004234,4.0400,3.4765,0.3412,0.5635,5,3.9761,0.0399,0.0639,17
CMPLOGP00000440,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00005405,6.8100,6.6274,0.0802,0.1826,5,6.8206,0.0356,-0.0106,16
CMPLOGP00000079,-1.5700,-0.3294,0.2128,-1.2406,5,-1.4304,0.0314,-0.1396,18
CMPLOGP00004670,4.7000,4.0944,0.1597,0.6056,5,4.5799,0.0328,0.1201,19
CMPLOGP00003198,2.9600,2.9791,0.1971,-0.0191,5,2.9991,0.0562,-0.0391,19
CMPLOGP00004184,4.0000,4.3820,0.1011,-0.3820,5,4.0519,0.0384,-0.0519,14
CMPLOGP00001994,1.8800,2.0556,0.1025,-0.1756,5,1.9319,0.0227,-0.0519,17
CMPLOGP00000929,0.7000,0.8511,0.1735,-0.1511,5,0.7107,0.0498,-0.0107,17
CMPLOGP00002983,2.7700,2.9180,0.1551,-0.1480,5,2.7778,0.0264,-0.0078,16
CMPLOGP00003617,3.3900,3.9827,0.2272,-0.5927,5,3.4828,0.0300,-0.0928,16
CMPLOGP00005085,5.6500,5.5064,0.1771,0.1436,5,5.6393,0.0452,0.0107,16
CMPLOGP00003371,3.1500,3.1604,0.0760,-0.0104,5,3.1654,0.0486,-0.0154,17
CMPLOGP00001119,0.9700,0.9420,0.0864,0.0280,5,0.9564,0.0333,0.0136,13
CMPLOGP00002427,2.2800,2.0577,0.1374,0.2223,5,2.2571,0.0415,0.0229,15
CMPLOGP00004914,5.2000,5.1286,0.0844,0.0714,5,5.1357,0.0452,0.0643,15
CMPLOGP00000289,-0.4400,0.0537,0.0750,-0.4937,5,-0.4311,0.0308,-0.0089,16
CMPLOGP00000978,0.7800,1.1885,0.2806,-0.4085,5,0.7474,0.0210,0.0326,14
CMPLOGP00000677,0.3100,1.6575,0.2048,-1.3475,5,0.4450,0.0214,-0.1350,17
CMPLOGP00002912,2.7000,3.1016,0.2737,-0.4016,5,2.7400,0.0388,-0.0400,16
CMPLOGP00002704,2.5000,0.7188,0.2646,1.7812,5,2.4126,0.0259,0.0874,15
CMPLOGP00004756,4.8700,4.8296,0.3197,0.0404,5,4.8016,0.0403,0.0684,16
CMPLOGP00001907,1.8000,1.8411,0.1063,-0.0411,5,1.7937,0.0360,0.0063,16
CMPLOGP00003790,3.5100,2.7500,0.2134,0.7600,5,3.3436,0.0433,0.1664,16
CMPLOGP00002397,2.2400,2.1068,0.1714,0.1332,5,2.1948,0.0243,0.0452,15
CMPLOGP00003210,2.9800,2.7382,0.2072,0.2418,5,2.9390,0.0438,0.0410,17
CMPLOGP00001904,1.7900,1.6246,0.2230,0.1654,5,1.7528,0.0351,0.0372,15
CMPLOGP00003214,2.9800,2.6870,0.0668,0.2930,5,2.9229,0.0218,0.0571,17
CMPLOGP00002738,2.5300,1.1080,0.3170,1.4220,5,2.4534,0.0270,0.0766,18
CMPLOGP00001048,0.8800,0.6673,0.0499,0.2127,5,0.8597,0.0218,0.0203,15
CMPLOGP00002429,2.2800,2.3246,0.0947,-0.0446,5,2.3011,0.0349,-0.0211,12
CMPLOGP00004656,4.6900,4.7802,0.1039,-0.0902,5,4.7257,0.0394,-0.0357,16
CMPLOGP00001046,0.8800,1.1362,0.1424,-0.2562,5,0.8769,0.0414,0.0031,14
CMPLOGP00004055,3.8500,4.0158,0.1223,-0.1658,5,3.8650,0.0373,-0.0150,14
CMPLOGP00004619,4.6400,4.1198,0.0896,0.5202,5,4.5736,0.0201,0.0664,17
CMPLOGP00002785,2.5800,2.9586,0.1270,-0.3786,5,2.6187,0.0300,-0.0387,18
CMPLOGP00001918,1.8000,1.5846,0.1542,0.2154,5,1.7519,0.0521,0.0481,18
CMPLOGP00002354,2.2000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00000405,-0.0800,1.6728,0.1501,-1.7528,5,0.1049,0.0321,-0.1849,16
CMPLOGP00004915,5.2000,5.3414,0.0649,-0.1414,5,5.2624,0.0259,-0.0624,16
CMPLOGP00004487,4.4200,4.0788,0.1216,0.3412,5,4.3218,0.0578,0.0982,16
CMPLOGP00005464,7.2800,7.2704,0.1583,0.0096,5,7.3168,0.0351,-0.0368,16
CMPLOGP00002403,2.2600,2.0659,0.2482,0.1941,5,2.2271,0.0517,0.0329,9
CMPLOGP00000860,0.5900,0.6801,0.0642,-0.0901,5,0.5964,0.0168,-0.0064,16
CMPLOGP00000208,-0.7100,-0.3826,0.1805,-0.3274,5,-0.6680,0.0316,-0.0420,16
CMPLOGP00003928,3.6900,3.3937,0.2374,0.2963,5,3.6630,0.0365,0.0270,13
CMPLOGP00001420,1.3000,1.1986,0.1878,0.1014,5,1.2901,0.0176,0.0099,18
CMPLOGP00005268,6.2000,4.2974,0.1638,1.9026,5,6.1427,0.0140,0.0573,15
CMPLOGP00001541,1.4500,2.1537,0.2323,-0.7037,5,1.5197,0.0377,-0.0697,17
CMPLOGP00001979,1.8600,1.7876,0.0719,0.0724,5,1.8119,0.0306,0.0481,17
CMPLOGP00004896,5.1300,5.0185,0.1761,0.1115,5,5.1457,0.0464,-0.0157,16
CMPLOGP00001604,1.5000,0.7803,0.1507,0.7197,5,1.2886,0.0561,0.2114,17
CMPLOGP00000473,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00005158,5.8700,5.8746,0.1104,-0.0046,5,5.8886,0.0330,-0.0186,17
CMPLOGP00000122,-1.2080,-0.6122,0.2192,-0.5958,5,-1.1694,0.0222,-0.0386,17
CMPLOGP00004907,5.1800,5.0856,0.0946,0.0944,5,5.1738,0.0448,0.0062,15
CMPLOGP00003237,3.0000,3.0155,0.1879,-0.0155,5,3.0319,0.0475,-0.0319,13
CMPLOGP00002021,1.9000,1.7395,0.1647,0.1605,5,1.9008,0.0168,-0.0008,16
CMPLOGP00001674,1.5800,2.2754,0.3798,-0.6954,5,1.5875,0.0310,-0.0075,18
CMPLOGP00002588,2.4100,1.8402,0.1755,0.5698,5,2.3435,0.0430,0.0665,16
CMPLOGP00003659,3.4100,3.2637,0.3756,0.1463,5,3.3859,0.0215,0.0241,14
CMPLOGP00002059,1.9400,2.1394,0.1913,-0.1994,5,1.9765,0.0293,-0.0365,11
CMPLOGP00003241,3.0100,2.8013,0.2007,0.2087,5,3.0081,0.0254,0.0019,18
CMPLOGP00005573,8.3600,7.8334,0.2127,0.5266,5,8.3162,0.0220,0.0438,16
CMPLOGP00005298,6.3400,4.2790,0.1839,2.0610,5,6.3349,0.0090,0.0051,13
CMPLOGP00005359,6.6000,6.5045,0.0392,0.0955,5,6.5962,0.0188,0.0038,17
CMPLOGP00005605,9.2000,9.4127,0.1353,-0.2127,5,9.2335,0.0178,-0.0335,20
CMPLOGP00001993,1.8800,1.7638,0.1100,0.1162,5,1.8575,0.0264,0.0225,14
CMPLOGP00003850,3.6000,3.3448,0.2088,0.2552,5,3.6004,0.0284,-0.0004,16
CMPLOGP00005000,5.4100,4.9516,0.1431,0.4584,5,5.3864,0.0228,0.0236,20
CMPLOGP00004228,4.0400,3.0252,0.2374,1.0148,5,4.0257,0.0160,0.0143,15
CMPLOGP00001468,1.3700,1.8151,0.0564,-0.4451,5,1.4632,0.0256,-0.0932,17
CMPLOGP00003240,3.0100,2.8319,0.0763,0.1781,5,2.9513,0.0339,0.0587,17
CMPLOGP00000319,-0.3600,0.6376,0.3301,-0.9976,5,-0.3088,0.0271,-0.0512,14
CMPLOGP00004119,3.9100,3.3565,0.1992,0.5535,5,3.8558,0.0302,0.0542,15
CMPLOGP00001861,1.7500,1.6087,0.1006,0.1413,5,1.7230,0.0347,0.0270,15
CMPLOGP00002908,2.7000,3.8273,0.3913,-1.1273,5,2.6995,0.0350,0.0005,18
CMPLOGP00004312,4.1700,4.3823,0.1436,-0.2123,5,4.2068,0.0287,-0.0368,15
CMPLOGP00005519,7.6700,7.1994,0.3449,0.4706,5,7.6758,0.0309,-0.0058,13
CMPLOGP00003162,2.9300,2.7248,0.2221,0.2052,5,2.9242,0.0348,0.0058,14
CMPLOGP00002259,2.1100,2.4378,0.2863,-0.3278,5,2.1871,0.0383,-0.0771,16
CMPLOGP00001693,1.6000,1.0383,0.1567,0.5617,5,1.5627,0.0142,0.0373,15
CMPLOGP00005324,6.4500,6.3912,0.0497,0.0588,5,6.4267,0.0618,0.0233,17
CMPLOGP00004721,4.8000,3.5671,0.2906,1.2329,5,4.7826,0.0154,0.0174,13
CMPLOGP00001014,0.8300,0.9776,0.1702,-0.1476,5,0.8726,0.0315,-0.0426,15
CMPLOGP00000138,-1.0500,-0.6850,0.1597,-0.3650,5,-1.0349,0.0241,-0.0151,15
CMPLOGP00001810,1.7000,-0.3776,0.9079,2.0776,5,1.6324,0.0309,0.0676,17
CMPLOGP00005548,7.9500,7.7003,0.1499,0.2497,5,7.9199,0.0442,0.0301,18
CMPLOGP00002254,2.1000,2.9157,0.2368,-0.8157,5,2.1765,0.0202,-0.0765,15
CMPLOGP00001006,0.8200,0.7219,0.2052,0.0981,5,0.8231,0.0271,-0.0031,16
CMPLOGP00002253,2.1000,1.5118,0.1583,0.5882,5,2.0576,0.0326,0.0424,15
CMPLOGP00005229,6.0800,6.4266,0.2559,-0.3466,5,6.1220,0.0267,-0.0420,16
CMPLOGP00004227,4.0400,4.3678,0.0598,-0.3278,5,4.1462,0.0372,-0.1062,15
CMPLOGP00000583,0.1500,0.1356,0.2741,0.0144,5,0.1255,0.0293,0.0245,17
CMPLOGP00002084,1.9600,3.0241,0.7230,-1.0641,5,1.9371,0.0248,0.0229,15
CMPLOGP00000070,-1.7400,-1.4930,0.1242,-0.2470,5,-1.7410,0.0167,0.0010,18
CMPLOGP00005240,6.1000,6.2852,0.2388,-0.1852,5,6.1773,0.0330,-0.0773,17
CMPLOGP00004995,5.4000,5.4971,0.2917,-0.0971,5,5.3629,0.0381,0.0371,19
CMPLOGP00003910,3.6700,4.0206,0.1290,-0.3506,5,3.6618,0.0379,0.0082,16
CMPLOGP00004978,5.3400,4.9656,0.1417,0.3744,5,5.3381,0.0239,0.0019,17
CMPLOGP00004133,3.9300,3.9890,0.0860,-0.0590,5,3.9454,0.0386,-0.0154,14
CMPLOGP00005208,6.0000,5.8925,0.1213,0.1075,5,5.9665,0.0360,0.0335,18
CMPLOGP00001697,1.6000,1.7555,0.1304,-0.1555,5,1.6075,0.0343,-0.0075,17
CMPLOGP00002262,2.1100,1.1102,0.3357,0.9998,5,1.9851,0.0476,0.1249,18
CMPLOGP00005299,6.3400,4.3444,0.1686,1.9956,5,6.2687,0.0261,0.0713,19
CMPLOGP00005446,7.1300,6.8438,0.3534,0.2862,5,7.1430,0.0327,-0.0130,13
CMPLOGP00000204,-0.7200,-0.1422,0.1518,-0.5778,5,-0.6446,0.0427,-0.0754,20
CMPLOGP00004444,4.3700,3.2801,0.1556,1.0899,5,4.2566,0.0223,0.1134,17
CMPLOGP00005449,7.1500,6.9818,0.0710,0.1682,5,7.1131,0.0545,0.0369,18
CMPLOGP00001595,1.5000,1.3700,0.1758,0.1300,5,1.4713,0.0330,0.0287,16
CMPLOGP00002536,2.3800,2.7358,0.2303,-0.3558,5,2.4038,0.0203,-0.0238,16
CMPLOGP00004808,4.9700,4.7685,0.0280,0.2015,5,4.9418,0.0427,0.0282,18
CMPLOGP00001947,1.8300,1.9838,0.1867,-0.1538,5,1.8237,0.0473,0.0063,14
CMPLOGP00002132,2.0000,1.4015,0.2354,0.5985,5,1.9438,0.0192,0.0562,18
CMPLOGP00001224,1.1000,1.2985,0.2198,-0.1985,5,1.1106,0.0332,-0.0106,16
CMPLOGP00005453,7.1800,5.1421,0.3934,2.0379,5,7.1564,0.0355,0.0236,16
CMPLOGP00002061,1.9400,2.1743,0.0613,-0.2343,5,1.9854,0.0448,-0.0454,13
CMPLOGP00004373,4.2400,4.0747,0.1495,0.1653,5,4.2226,0.0406,0.0174,17
CMPLOGP00002166,2.0200,3.1509,0.4486,-1.1309,5,2.0232,0.0127,-0.0032,15
CMPLOGP00001008,0.8200,0.4166,0.1305,0.4034,5,0.7588,0.0339,0.0612,17
CMPLOGP00000656,0.2730,0.0258,0.2067,0.2472,5,0.2374,0.0394,0.0356,18
CMPLOGP00003498,3.2800,3.4292,0.1261,-0.1492,5,3.3512,0.0391,-0.0712,15
CMPLOGP00003791,3.5190,3.3520,0.2094,0.1670,5,3.5040,0.0505,0.0150,17
CMPLOGP00002139,2.0000,1.8424,0.2055,0.1576,5,1.9781,0.0231,0.0219,18
CMPLOGP00004026,3.8100,4.3936,0.1280,-0.5836,5,3.9104,0.0362,-0.1004,17
CMPLOGP00001614,1.5200,1.3952,0.1819,0.1248,5,1.5161,0.0312,0.0039,18
CMPLOGP00003445,3.2100,3.6159,0.2884,-0.4059,5,3.2911,0.0268,-0.0811,17
CMPLOGP00005569,8.2600,7.5368,0.1738,0.7232,5,8.2493,0.0387,0.0107,19
CMPLOGP00001204,1.0700,0.0529,0.2456,1.0171,5,0.9502,0.0315,0.1198,18
CMPLOGP00001921,1.8000,1.7125,0.1744,0.0875,5,1.7955,0.0356,0.0045,17
CMPLOGP00001962,1.8400,2.1486,0.0985,-0.3086,5,1.8528,0.0341,-0.0128,15
CMPLOGP00001370,1.2600,1.0838,0.1126,0.1762,5,1.2440,0.0436,0.0160,16
CMPLOGP00002175,2.0300,1.9141,0.0621,0.1159,5,1.9944,0.0279,0.0356,17
CMPLOGP00001241,1.1100,1.0910,0.1680,0.0190,5,1.1119,0.0277,-0.0019,18
CMPLOGP00005227,6.0700,6.0987,0.1470,-0.0287,5,6.0689,0.0306,0.0011,16
CMPLOGP00003157,2.9200,5.0338,0.2431,-2.1138,5,2.9274,0.0138,-0.0074,19
CMPLOGP00004612,4.6100,5.2705,0.4160,-0.6605,5,4.6305,0.0164,-0.0205,16
CMPLOGP00002260,2.1100,1.3995,0.2953,0.7105,5,2.0397,0.0366,0.0703,13
CMPLOGP00003468,3.2400,3.3455,0.0588,-0.1055,5,3.3167,0.0468,-0.0767,17
CMPLOGP00004727,4.8000,4.1961,0.1980,0.6039,5,4.7560,0.0557,0.0440,18
CMPLOGP00002216,2.0700,2.3725,0.1803,-0.3025,5,2.0920,0.0198,-0.0220,13
CMPLOGP00005228,6.0700,6.1473,0.0442,-0.0773,5,6.0637,0.0311,0.0063,14
CMPLOGP00002614,2.4300,2.2330,0.1578,0.1970,5,2.4451,0.0380,-0.0151,15
CMPLOGP00000090,-1.4900,1.0980,0.1184,-2.5880,5,-1.2228,0.0323,-0.2672,16
CMPLOGP00000116,-1.2400,-1.3831,0.1763,0.1431,5,-1.2522,0.0428,0.0122,17
CMPLOGP00001233,1.1000,1.0264,0.1786,0.0736,5,1.0521,0.0552,0.0479,13
CMPLOGP00001912,1.8000,1.9599,0.1222,-0.1599,5,1.8022,0.0485,-0.0022,16
CMPLOGP00003765,3.5000,3.4482,0.2157,0.0518,5,3.4976,0.0230,0.0024,14
CMPLOGP00003421,3.2000,3.3593,0.1090,-0.1593,5,3.2198,0.0310,-0.0198,12
CMPLOGP00000629,0.2300,0.1542,0.1301,0.0758,5,0.1807,0.0454,0.0493,17
CMPLOGP00005543,7.8900,7.1696,0.2344,0.7204,5,7.8676,0.0261,0.0224,17
CMPLOGP00005461,7.2600,7.3034,0.1798,-0.0434,5,7.2889,0.0291,-0.0289,17
CMPLOGP00000457,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00000599,0.1800,0.8149,0.1579,-0.6349,5,0.2961,0.0296,-0.1161,17
CMPLOGP00003935,3.7000,3.7211,0.2878,-0.0211,5,3.6893,0.0392,0.0107,15
CMPLOGP00001150,1.0100,0.6075,0.2058,0.4025,5,1.0239,0.0255,-0.0139,17
CMPLOGP00003569,3.3400,2.8884,0.3088,0.4516,5,3.2378,0.0507,0.1022,15
CMPLOGP00002341,2.1900,1.9606,0.1233,0.2294,5,2.1810,0.0312,0.0090,15
CMPLOGP00000349,-0.2500,-0.1761,0.2917,-0.0739,5,-0.2574,0.0188,0.0074,16
CMPLOGP00002955,2.7400,1.9599,0.0706,0.7801,5,2.6072,0.0386,0.1328,17
CMPLOGP00001160,1.0200,1.5847,0.1864,-0.5647,5,1.0681,0.0248,-0.0481,17
CMPLOGP00001108,0.9500,0.9492,0.1069,0.0008,5,0.9509,0.0271,-0.0009,17
CMPLOGP00004688,4.7200,4.4924,0.0321,0.2276,5,4.6692,0.0328,0.0508,15
CMPLOGP00002639,2.4500,3.4049,0.4020,-0.9549,5,2.4756,0.0147,-0.0256,14
CMPLOGP00003817,3.5600,3.3675,0.1293,0.1925,5,3.5223,0.0276,0.0377,16
CMPLOGP00001854,1.7400,1.8986,0.0688,-0.1586,5,1.7717,0.0367,-0.0317,16
CMPLOGP00005590,8.6800,8.7262,0.2358,-0.0462,5,8.6857,0.0373,-0.0057,18
CMPLOGP00000144,-1.0300,-0.9309,0.2401,-0.0991,5,-1.0526,0.0377,0.0226,19
CMPLOGP00000879,0.6100,0.5439,0.1544,0.0661,5,0.6197,0.0387,-0.0097,16
CMPLOGP00002538,2.3800,2.9789,0.0945,-0.5989,5,2.4189,0.0160,-0.0389,16
CMPLOGP00000264,-0.5200,-0.4689,0.1937,-0.0511,5,-0.4987,0.0323,-0.0213,16
CMPLOGP00003906,3.6600,3.4637,0.1854,0.1963,5,3.6628,0.0362,-0.0028,17
CMPLOGP00004158,3.9700,3.9525,0.1624,0.0175,5,3.9892,0.0407,-0.0192,15
CMPLOGP00003308,3.1000,2.9044,0.1651,0.1956,5,3.0904,0.0313,0.0096,17
CMPLOGP00002389,2.2400,1.5100,0.1263,0.7300,5,2.1892,0.0581,0.0508,13
CMPLOGP00004845,5.0300,4.2373,0.2765,0.7927,5,5.0189,0.0187,0.0111,16
CMPLOGP00004273,4.1000,5.3756,0.2400,-1.2756,5,4.1940,0.0370,-0.0940,15
CMPLOGP00004837,5.0200,3.6397,0.3502,1.3803,5,5.0145,0.0102,0.0055,18
CMPLOGP00001922,1.8000,2.6798,0.1204,-0.8798,5,1.9069,0.0293,-0.1069,17
CMPLOGP00000987,0.7970,0.4677,0.1616,0.3293,5,0.7840,0.0289,0.0130,15
CMPLOGP00001633,1.5300,1.4097,0.0755,0.1203,5,1.5106,0.0339,0.0194,15
CMPLOGP00001602,1.5000,2.0239,0.1504,-0.5239,5,1.6342,0.0341,-0.1342,13
CMPLOGP00004494,4.4300,4.4195,0.1144,0.0105,5,4.4448,0.0284,-0.0148,16
CMPLOGP00004534,4.4900,5.1538,0.2439,-0.6638,5,4.5235,0.0174,-0.0335,13
CMPLOGP00002439,2.2900,2.3512,0.1617,-0.0612,5,2.3132,0.0340,-0.0232,13
CMPLOGP00004074,3.8700,3.2373,0.2954,0.6327,5,3.7665,0.0583,0.1035,16
CMPLOGP00004516,4.4600,3.9827,0.2526,0.4773,5,4.4410,0.0220,0.0190,17
CMPLOGP00000632,0.2300,0.2524,0.2291,-0.0224,5,0.2340,0.0229,-0.0040,17
CMPLOGP00000227,-0.6400,0.6624,0.3372,-1.3024,5,-0.5810,0.0267,-0.0590,15
CMPLOGP00003476,3.2500,3.0014,0.1290,0.2486,5,3.1747,0.0462,0.0753,16
CMPLOGP00001956,1.8300,2.0080,0.1200,-0.1780,5,1.8598,0.0282,-0.0298,17
CMPLOGP00001805,1.7000,1.6356,0.4285,0.0644,5,1.7264,0.0213,-0.0264,16
CMPLOGP00005378,6.6900,6.9878,0.3668,-0.2978,5,6.7030,0.0376,-0.0130,17
CMPLOGP00000115,-1.2420,-0.6502,0.1146,-0.5918,5,-1.1919,0.0278,-0.0501,13
CMPLOGP00004413,4.3000,4.5845,0.3720,-0.2845,5,4.2919,0.0179,0.0081,15
CMPLOGP00004642,4.6700,4.7259,0.0614,-0.0559,5,4.6791,0.0300,-0.0091,15
CMPLOGP00001050,0.8800,0.8645,0.1575,0.0155,5,0.8381,0.0308,0.0419,15
CMPLOGP00003634,3.4000,3.0789,0.2936,0.3211,5,3.3813,0.0318,0.0187,18
CMPLOGP00004334,4.2000,3.9040,0.1562,0.2960,5,4.1374,0.0359,0.0626,17
CMPLOGP00003087,2.8600,0.8633,0.2293,1.9967,5,2.7830,0.0166,0.0770,18
CMPLOGP00001357,1.2400,-0.3225,0.1897,1.5625,5,1.1767,0.0130,0.0633,20
CMPLOGP00004609,4.6100,4.4990,0.1387,0.1110,5,4.5845,0.0413,0.0255,16
CMPLOGP00000542,0.0850,0.3317,0.0875,-0.2467,5,0.1092,0.0256,-0.0242,19
CMPLOGP00002039,1.9100,2.5765,0.1358,-0.6665,5,1.9982,0.0275,-0.0882,17
CMPLOGP00001515,1.4200,1.6065,0.1338,-0.1865,5,1.4329,0.0319,-0.0129,15
CMPLOGP00000257,-0.5400,1.2398,0.5535,-1.7798,5,-0.4880,0.0357,-0.0520,17
CMPLOGP00003576,3.3500,3.7993,0.1335,-0.4493,5,3.4767,0.0369,-0.1267,18
CMPLOGP00000955,0.7400,0.8639,0.2628,-0.1239,5,0.7588,0.0299,-0.0188,16
CMPLOGP00000249,-0.5600,-1.2673,0.3508,0.7073,5,-0.5700,0.0139,0.0100,15
CMPLOGP00003341,3.1200,2.7932,0.1105,0.3268,5,3.1029,0.0272,0.0171,20
CMPLOGP00000343,-0.2700,-0.3091,0.1906,0.0391,5,-0.2769,0.0311,0.0069,19
CMPLOGP00003633,3.4000,4.0216,0.3203,-0.6216,5,3.4070,0.0309,-0.0070,17
CMPLOGP00003637,3.4000,4.0459,0.5121,-0.6459,5,3.3487,0.0296,0.0513,17
CMPLOGP00004912,5.2000,5.0816,0.0921,0.1184,5,5.1812,0.0534,0.0188,16
CMPLOGP00004863,5.0600,4.6484,0.0735,0.4116,5,4.9806,0.0361,0.0794,16
CMPLOGP00002865,2.6700,2.4909,0.1786,0.1791,5,2.6237,0.0246,0.0463,15
CMPLOGP00000222,-0.6600,-0.8466,0.3048,0.1866,5,-0.7166,0.0281,0.0566,16
CMPLOGP00004889,5.1200,2.8901,0.3493,2.2299,5,5.0333,0.0279,0.0867,14
CMPLOGP00002744,2.5400,2.6934,0.1158,-0.1534,5,2.5752,0.0402,-0.0352,16
CMPLOGP00002204,2.0600,2.0324,0.1809,0.0276,5,2.0210,0.0169,0.0390,15
CMPLOGP00003253,3.0200,2.5969,0.2215,0.4231,5,2.9475,0.0456,0.0725,15
CMPLOGP00000191,-0.8000,0.2041,0.3209,-1.0041,5,-0.7267,0.0296,-0.0733,13
CMPLOGP00003196,2.9600,2.9078,0.6909,0.0522,5,2.9664,0.0305,-0.0064,17
CMPLOGP00002385,2.2300,1.8695,0.1715,0.3605,5,2.2116,0.0245,0.0184,16
CMPLOGP00004991,5.4000,5.1283,0.1086,0.2717,5,5.3518,0.0307,0.0482,17
CMPLOGP00002236,2.0800,2.1060,0.1464,-0.0260,5,2.0682,0.0172,0.0118,19
CMPLOGP00003863,3.6000,3.3711,0.0925,0.2289,5,3.5462,0.0544,0.0538,18
CMPLOGP00005574,8.3800,7.7432,0.1968,0.6368,5,8.3475,0.0273,0.0325,17
CMPLOGP00002629,2.4400,2.4467,0.3078,-0.0067,5,2.4633,0.0488,-0.0233,14
CMPLOGP00002186,2.0400,0.9287,0.5756,1.1113,5,2.0294,0.0173,0.0106,18
CMPLOGP00002079,1.9500,1.8044,0.1321,0.1456,5,1.9333,0.0338,0.0167,17
CMPLOGP00003402,3.1800,3.7788,0.0841,-0.5988,5,3.2127,0.0357,-0.0327,16
CMPLOGP00003927,3.6900,3.2080,0.2010,0.4820,5,3.5989,0.0459,0.0911,14
CMPLOGP00004836,5.0100,4.2577,0.1919,0.7523,5,4.9746,0.0153,0.0354,15
CMPLOGP00000968,0.7500,1.3492,0.2481,-0.5992,5,0.7808,0.0195,-0.0308,18
CMPLOGP00000603,0.1800,0.6935,0.1482,-0.5135,5,0.2295,0.0344,-0.0495,17
CMPLOGP00004577,4.5500,5.1200,0.1542,-0.5700,5,4.6516,0.0525,-0.1016,15
CMPLOGP00002595,2.4100,2.0614,0.0520,0.3486,5,2.3124,0.0599,0.0976,16
CMPLOGP00004865,5.0700,4.8985,0.2644,0.1715,5,5.0660,0.0155,0.0040,17
CMPLOGP00002195,2.0500,1.8675,0.1168,0.1825,5,2.0220,0.0240,0.0280,19
CMPLOGP00005599,8.9000,8.6598,0.2844,0.2402,5,8.9107,0.0157,-0.0107,16
CMPLOGP00000831,0.5300,0.5948,0.1461,-0.0648,5,0.5106,0.0302,0.0194,19
CMPLOGP00002891,2.6960,3.1548,0.2490,-0.4588,5,2.7463,0.0391,-0.0503,18
CMPLOGP00002985,2.7700,2.5536,0.1520,0.2164,5,2.7323,0.0348,0.0377,17
CMPLOGP00003726,3.4800,4.4378,0.3510,-0.9578,5,3.5145,0.0208,-0.0345,13
CMPLOGP00000136,-1.0900,-0.9463,0.2300,-0.1437,5,-1.0741,0.0244,-0.0159,15
CMPLOGP00000353,-0.2400,0.0585,0.2513,-0.2985,5,-0.2230,0.0208,-0.0170,17
CMPLOGP00002290,2.1400,2.3721,0.1484,-0.2321,5,2.1806,0.0307,-0.0406,15
CMPLOGP00002797,2.5900,2.9328,0.1734,-0.3428,5,2.6403,0.0358,-0.0503,19
CMPLOGP00003853,3.6000,3.9215,0.1789,-0.3215,5,3.6539,0.0492,-0.0539,14
CMPLOGP00001759,1.6700,1.7712,0.1133,-0.1012,5,1.6733,0.0309,-0.0033,14
CMPLOGP00003158,2.9200,3.3004,0.2408,-0.3804,5,2.9521,0.0271,-0.0321,17
CMPLOGP00000280,-0.4700,-0.1601,0.3162,-0.3099,5,-0.4804,0.0243,0.0104,15
CMPLOGP00002623,2.4400,3.1602,0.3542,-0.7202,5,2.4774,0.0274,-0.0374,17
CMPLOGP00005511,7.6000,6.7623,0.1577,0.8377,5,7.5161,0.0323,0.0839,17
CMPLOGP00001761,1.6700,1.6598,0.1952,0.0102,5,1.6955,0.0520,-0.0255,16
CMPLOGP00001721,1.6400,1.8778,0.0813,-0.2378,5,1.7340,0.0363,-0.0940,16
CMPLOGP00002512,2.3500,2.4433,0.1832,-0.0933,5,2.3824,0.0276,-0.0324,12
CMPLOGP00005567,8.2500,4.9779,0.3127,3.2721,5,8.1764,0.0153,0.0736,19
